lat,lat_dir,long,long_dir,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
5,N,135,E,0.031565818,0.024860262,0.025955681,0.028528126,0.023966631,0.022029099,0.023054381,0.016852622,0.021785479,0.020345128,0.024133893,0.029185954,0.021172298,0.02573534,0.023117198,0.019809599,0.021301061,0.019757916,0.039657263,0.024148469
5,N,140,E,0.03307983,0.023290057,0.026164227,0.030016988,0.029281995,0.030006302,0.021343256,0.01726488,0.018310419,0.013862291,0.017243145,0.020350219,0.017207583,0.0163229,0.012037747,0.018111148,0.041103641,0.036143388,0.031305305,0.036456134
5,N,145,E,0.033730079,0.025135032,0.027223283,0.030887475,0.028412119,0.029251254,0.020166326,0.017767109,0.02168114,0.017570001,0.022362952,0.021832973,0.025456647,0.02215677,0.016273434,0.028546114,0.031467336,0.034133801,0.035683061,0.045149696
5,N,150,E,0.038865293,0.031106863,0.035371268,0.030077988,0.030274516,0.034360656,0.021260791,0.020811311,0.022455382,0.016621912,0.0246803,0.025743181,0.03024452,0.029309064,0.012309139,0.031570733,0.033525385,0.031106275,0.049595384,0.049643134
5,N,155,E,0.029575872,0.022102159,0.027384794,0.025064978,0.028440886,0.021429539,0.020876973,0.017192751,0.024908778,0.015664605,0.031626629,0.033138018,0.027125849,0.029508374,0.025659805,0.027785933,0.031488326,0.027471501,0.041262874,0.04814356
5,N,160,E,0.038265288,0.025976418,0.030427186,0.035714361,0.032593317,0.027399681,0.032240118,0.023252198,0.047347234,0.03184164,0.052679857,0.051204439,0.024221175,0.044818323,0.028464767,0.032587541,0.039104134,0.033554952,0.042525338,0.042709263
5,N,165,E,0.038903681,0.035718862,0.03834075,0.040817669,0.041683171,0.032069481,0.05542131,0.032123122,0.023663823,0.021508342,0.023897857,0.022829953,0.016286922,0.020589582,0.029127792,0.022888419,0.023886785,0.020649535,0.026665134,0.035021101
5,N,170,E,0.034796127,0.040372443,0.033129857,0.03499832,0.045494247,0.043350307,0.058367097,0.030369397,0.019066915,0.019959691,0.02067713,0.017229689,0.016332983,0.01906876,0.027666755,0.024108145,0.020623614,0.024843718,0.026432647,0.028478518
5,N,175,E,0.044845704,0.051781162,0.054045623,0.057242398,0.047766764,0.043705579,0.04304919,0.03724565,0.037508924,0.031889528,0.027280766,0.030606359,0.026083606,0.026932188,0.026539843,0.032008859,0.027923415,0.026236646,0.024992316,0.032592879
5,N,155,W,0.037266738,0.053239481,0.0572327,0.056704062,0.038428358,0.045511979,0.049050112,0.048173255,0.042369784,0.043199852,0.037236953,0.041032351,0.043421046,0.040506277,0.045131175,0.050103859,0.035421448,0.03277639,0.025823669,0.030656078
5,N,160,W,0.037208046,0.039095172,0.052099585,0.04842978,0.037187564,0.042250761,0.038078136,0.055215912,0.03552246,0.04166744,0.038989363,0.040785202,0.038457544,0.029934796,0.045499316,0.034946202,0.027009203,0.034718643,0.028642509,0.02305986
5,N,165,W,0.054677857,0.070508255,0.08509987,0.054963208,0.040091629,0.041802854,0.035187473,0.042300054,0.036339755,0.035345421,0.035616644,0.035260097,0.03472183,0.034380558,0.033448897,0.037882272,0.045013405,0.037421264,0.017976734,0.039652636
5,N,170,W,0.043863019,0.023219451,0.044674388,0.048265323,0.03170006,0.044277603,0.034924237,0.037788213,0.036216248,0.030779132,0.036066534,0.037953221,0.040143076,0.026270806,0.026197845,0.03015908,0.028241854,0.020606712,0.025968315,0.048772736
5,N,175,W,0.038425199,0.046666905,0.055086698,0.04550354,0.030225689,0.032143904,0.036220199,0.038445677,0.03449849,0.029638346,0.029710443,0.034335236,0.031706369,0.025097222,0.029420354,0.033822782,0.02374058,0.026771511,0.028918728,0.037666607
5,N,180,W,0.035043657,0.032197892,0.048936588,0.043334407,0.031748874,0.036683771,0.038435205,0.038279541,0.032456795,0.031404123,0.027658759,0.030944153,0.028964526,0.025115228,0.02923689,0.035834298,0.025205921,0.026521046,0.015269123,0.041103053
10,N,105,E,,,,,,,,,,,,,,,,,,,,
10,N,110,E,0.058124344,0.051336669,0.042023225,0.064085927,0.043514925,0.026485876,0.022470365,0.020847231,0.024705475,0.022294793,0.031519752,0.026380667,0.019990611,0.021175972,0.0186324,0.019054588,0.0195774,0.017687629,0.022702184,0.024003041
10,N,115,E,0.068242214,0.045476324,0.043154572,0.064798959,0.044284957,0.029867874,0.022309676,0.020930812,0.024031565,0.022294793,0.031519752,0.026380667,0.019974311,0.02142621,0.019404292,0.018846597,0.019331317,0.017718078,0.022675866,0.024003041
10,N,120,E,,,,,,,,,,,,,,,,0.034170868,0.031578541,,,
10,N,125,E,0.063515909,0.045772835,0.036703801,0.06800406,0.044404428,0.033107433,0.022660501,0.020752251,0.021111973,0.03429975,0.032629732,0.038784004,0.021906074,0.028294567,0.013924518,0.024793461,0.020623525,0.022666444,0.046007265,0.034915383
10,N,130,E,0.044874811,0.043745207,0.03135007,0.048377004,0.040019798,0.048156987,0.027957837,0.02733134,0.022726402,0.025935529,0.033729261,0.036234071,0.02082344,0.026625634,0.021110266,0.027445861,0.017560578,0.022448707,0.040472934,0.032840284
10,N,135,E,0.042440178,0.033088339,0.032746532,0.034272674,0.029833643,0.058480856,0.044724178,0.044362159,0.04595222,0.040596097,0.025693199,0.042025548,0.0205393,0.017293174,0.011749827,0.014811608,0.012044017,0.018132462,0.032609016,0.03779242
10,N,140,E,0.037662855,0.026733081,0.020963148,0.029771351,0.018039012,0.024344332,,,0.023060282,0.020538575,0.016529743,0.025153315,0.016585081,0.010737423,0.004757013,0.020123998,0.004966297,0.026186191,0.022867699,0.027884021
10,N,145,E,0.037041418,0.030647463,0.022166728,0.034668511,0.027450918,0.029509252,,0.01780545,0.019986451,0.021727621,0.021566222,0.018948495,0.019461602,0.008575862,0.011651086,0.055447504,,0.016289916,0.029536548,0.011623571
10,N,150,E,0.052127234,0.050445596,0.026697525,0.037003179,0.027916589,0.029258523,0.036390396,0.020107721,0.023310419,0.023184018,0.026250069,0.024180531,0.023631038,0.017937317,0.012396117,0.029425885,0.014817533,0.029195007,0.025855535,0.041897944
10,N,155,E,0.048573981,0.038052436,0.03166058,0.05816177,0.052466033,0.052148339,0.04624288,0.052185895,0.044392384,0.027452593,0.037036415,0.033541351,0.025151719,0.015718696,0.011609166,0.017863276,0.01375933,0.023261833,0.019890768,0.028240151
10,N,160,E,0.071816589,0.071481449,0.076533162,0.073387023,0.061892163,,,,0.049596019,0.062743241,,0.081967932,0.044405257,,,0.045706056,0.030131997,0.023006604,0.023767262,0.062830117
10,N,165,E,0.099236062,,,0.070647889,0.052285493,,,,0.053699335,0.0463664,,,0.034806304,0.02099469,,,0.036118701,0.037511029,0.029359124,0.01497735
10,N,170,E,0.056450766,0.051775253,,0.063691764,0.045890662,0.051890013,0.036351077,0.019630344,0.030764479,0.03342067,0.023813946,0.021233993,0.02094046,0.021666569,0.027509235,0.035718109,0.025636547,0.033332107,0.034417735,0.039252512
10,N,175,E,0.055305193,0.056620154,0.066009098,0.050639542,0.036549583,0.047746761,0.037328452,0.021733345,0.034617333,0.040547836,0.0365911,0.037299488,0.033109546,0.028685224,0.029312319,0.027030278,0.027851569,0.035513028,0.031691778,0.038450326
10,N,155,W,0.029728989,0.037596409,0.04142956,0.023629218,,,,,0.046588747,0.030108215,0.014597519,0.032495842,,0.006994752,,0.004028969,0.007668864,0.121462338,,
10,N,160,W,0.047234688,0.03717215,0.049533531,0.048555271,0.024965234,0.030832971,0.036746345,0.025290989,0.035355154,0.026378115,0.028311732,0.036269144,0.025464128,0.006231596,0.008084563,0.010256363,0.009451444,0.032309216,0.035614618,0.025807369
10,N,165,W,0.049145155,0.041771085,0.066300349,0.047968261,0.030911226,0.034859299,0.029564426,0.032585917,0.037982583,0.030719114,0.034547575,0.033109212,0.027232703,0.01463803,0.013438819,0.019615033,0.018718588,0.020828947,0.025685949,0.027010445
10,N,170,W,0.05225292,0.048064067,0.065651555,0.043004226,0.035566797,0.036571701,0.032741,0.034308856,0.037151809,0.032336083,0.038368407,0.037958116,0.03369586,0.023019778,0.018508594,0.024155186,0.02233428,0.028322517,0.028596446,0.032481896
10,N,175,W,0.050828555,0.057032653,0.052572989,0.041355243,0.037051847,0.046620099,0.044880981,0.042448822,0.040538108,0.047261502,0.037542109,0.040715157,0.042963993,0.023593766,0.021750376,0.022976193,0.02632321,0.03232388,0.027288662,0.0379251
10,N,180,W,0.053556699,0.055127671,0.048756566,0.048964551,0.038682549,0.047862148,0.034412794,0.034052391,0.045015607,0.035934035,0.0391779,0.042609398,0.04732518,0.025396148,0.027883241,0.036432126,0.029186173,0.032232168,0.030308768,0.036622225
15,N,105,E,,,,,,,,,,,,,,,,,,,,
15,N,110,E,0.14131398,0.031219466,0.022084778,0.074236097,0.034087471,0.024600019,0.02181109,0.021012412,0.02398803,0.022294793,0.031519752,0.026380667,0.020059205,0.021629032,0.019855087,0.020094006,0.019088038,0.017772982,0.022776582,0.024003041
15,N,115,E,0.096566174,0.044760481,0.028848836,0.061334028,0.040023735,0.025392992,0.018512138,0.019186836,0.022282224,0.029032834,0.035816824,0.026715363,0.019913776,0.020679981,0.017727497,0.01776237,0.01725108,0.017465518,0.022920011,0.023746355
15,N,120,E,0.069423437,0.070645944,0.030600249,0.061805577,0.028693694,0.037351284,0.016019739,0.019002562,0.013792822,0.041891556,0.037100063,0.026860118,0.014919063,0.025223426,0.013128156,0.017398148,0.014384729,0.017572428,0.033370044,0.033739639
15,N,125,E,0.081501736,0.063289932,0.050765561,0.062053115,0.038375055,0.052523665,0.029278282,0.027953744,0.027072419,0.039307669,0.043032182,0.047152658,0.025928226,0.026554112,0.018726805,0.025569504,0.025735093,0.026061074,0.034260865,0.032399503
15,N,130,E,0.06846487,0.046977854,0.060776722,0.0630066,0.057195664,0.045876709,0.034075001,0.0332076,0.034919313,0.030132464,0.031706776,0.045390217,0.024854646,0.024850154,0.027661761,0.026026418,0.013605271,0.01848913,0.0257569,0.041965717
15,N,135,E,0.093880576,0.047172609,0.059414276,0.069651417,0.059293525,0.060927106,0.04635092,0.036161395,0.03798577,0.03492233,0.03967491,0.037798494,0.025788426,0.013250208,0.02230228,0.027885691,0.010753876,0.018222192,0.033523139,0.037322793
15,N,140,E,,,0.057602329,,,,0.048965685,0.047714959,,,0.060041415,0.046517725,0.01676355,0.007276159,0.015230585,0.018143156,0.014983895,0.022042278,0.043720291,0.035333913
15,N,145,E,,,,0.089384725,,,,,,,,,,0.02010638,0.017296661,0.015182754,0.029215125,0.0333247,0.04165862,
15,N,150,E,0.064874547,0.065798748,0.070533378,0.073631945,0.072774894,0.068089777,0.055596434,0.040120319,0.041776974,0.044636376,0.046823404,0.048588468,0.032040314,0.037908289,0.024960518,0.037105372,0.027263627,0.030444168,0.0328082,0.044824877
15,N,155,E,,0.072488884,0.057523043,0.081408167,0.06723378,0.06636372,0.048924772,0.040554662,,0.040878674,0.043351622,0.043017677,0.026573629,0.033612659,0.02565805,0.042628443,0.026494262,0.033551769,0.030393741,0.039786301
15,N,160,E,,,0.070606521,0.0725745,0.063606412,0.065922325,0.051660724,0.040894102,,,0.065636955,0.046895456,0.017460834,0.04352161,0.038860103,0.035531371,0.033052713,0.030744548,0.035358042,0.036667382
15,N,165,E,,,,,,,,,,,,,0.016035454,,,,,0.018398631,0.020070206,0.005991941
15,N,170,E,,,,,,,0.05283428,0.043135586,0.041278355,,0.03156702,,0.02671894,0.023068912,0.0056302,,,0.033801052,0.029467036,0.029354967
15,N,175,E,,0.045450041,,0.035151065,0.052587053,0.02630735,0.055514934,0.040720559,0.02085385,0.037158109,0.03642806,,0.024954917,0.021331149,0.018752313,,0.006111894,0.044808789,0.031778694,0.017834205
15,N,155,W,0.054387489,0.03824771,,0.04537444,0.035429455,0.033181719,0.02451212,0.024445492,0.024482577,0.02560832,0.026236794,0.020959269,0.021991053,0.015904436,0.015236035,0.02408807,0.018635136,0.018715173,0.020622182,0.018829331
15,N,160,W,0.048251944,0.056130975,0.050461111,0.043495693,0.024372113,0.025405284,0.025211384,0.019425607,0.021777839,0.022289088,0.022732875,0.022956849,0.019541994,0.018264109,0.015086345,0.01827687,0.021497996,0.021633269,0.018505577,0.018137748
15,N,165,W,0.055923537,0.050858036,0.056288657,0.046942169,0.028248826,0.032752178,0.031010568,0.024509243,0.028150105,0.026340152,0.028578551,0.024357622,0.0256816,0.024147239,0.0185044,0.02300074,0.024743634,0.022125424,0.021150244,0.022653636
15,N,170,W,,,0.089068887,,,0.045423374,0.04060633,0.033960953,0.032674529,0.030452534,0.034574235,0.032672046,0.029631671,0.035112631,0.020459395,0.025453083,0.030297285,0.029112856,0.027334995,0.027467767
15,N,175,W,0.034629962,,,,,,0.015346321,,,0.026353903,0.048716006,,,0.018505605,0.011261146,0.011349859,,0.0263772,0.02180404,0.01337753
15,N,180,W,,,,0.028361734,0.025751136,0.022302522,,0.02952401,0.024859353,0.018330639,0.05070734,0.042775845,0.029703149,0.026498261,0.006052806,0.004241585,0.041511868,0.033562024,0.026956509,0.016683455
20,N,110,E,,,,,,,,,,,,,,,,,,,,
20,N,115,E,,,,,,,,,,0.033249522,0.034678561,0.031281825,0.037337527,0.018231146,0.012697155,0.013102713,0.007110123,0.008807521,0.028193469,0.009451858
20,N,120,E,0.01116168,0.00705252,0.019820424,0.024299064,0.016406834,0.025125696,0.009335703,0.016427872,0.011495105,0.031600732,0.033685114,0.017935866,0.029404015,0.020038337,0.014359747,0.014540134,0.011938052,0.014208086,0.027161535,0.037348711
20,N,125,E,0.034498256,0.030310932,0.046953086,0.043849218,0.037919015,0.042210951,0.020276793,0.030843441,0.020230651,0.030927142,0.040537651,0.024965555,0.02408408,0.019233371,0.028191543,0.023393019,0.021640152,0.021858742,0.021458472,0.027271997
20,N,130,E,0.055941943,0.057340183,0.051783528,0.05386231,0.053368245,0.045690697,0.038991982,0.037113177,0.035706058,0.047933721,0.044253375,0.029654904,0.025103191,0.017720822,0.028024612,0.029948863,0.020775158,0.029123116,0.029758144,0.043458946
20,N,135,E,0.065495875,0.051242679,0.065293636,0.056263552,0.054825474,0.057293672,0.049485482,0.032500559,0.044417883,0.036693262,0.044742944,0.033782599,0.009188666,0.007630697,0.015208245,0.025489902,0.011930498,0.019197665,0.01922347,0.037660674
20,N,140,E,0.054665753,0.053124257,0.052440791,0.064979151,0.058732658,0.053011977,0.050885669,0.033927229,0.045535561,,,0.04253225,0.011652341,0.013630601,0.02532446,0.033206665,0.031286277,0.029814137,0.034057477,0.03390926
20,N,145,E,0.072773286,0.052009185,0.057608367,0.077356232,0.05451322,0.058228479,0.043125092,0.039430409,0.040954615,0.025637587,0.037187526,,0.012709094,0.008662466,0.014729626,0.018409281,0.01271541,0.016496316,0.026860195,0.021802918
20,N,150,E,0.061886247,0.058572568,0.062384102,0.06212255,0.057151731,0.063261212,0.04998562,0.035129334,0.040716639,0.039763008,0.038004538,0.035243403,0.031689352,0.021473356,0.022699629,0.035136964,0.023552725,0.023962259,0.029291851,0.037197539
20,N,155,E,0.061988593,0.059102801,0.067577702,,0.056228883,0.067857059,0.059081922,0.040074267,0.027895752,0.036805955,0.04969298,,0.017876146,0.012403775,0.013509548,0.029522083,0.016962248,0.025398184,0.028713564,0.040260592
20,N,160,E,0.064483924,0.060324119,0.074866126,0.062928985,0.056264048,0.069619475,0.046204963,0.042353667,,,0.036692768,0.035355289,0.012551707,0.016473118,0.006681856,0.016865051,0.026489155,0.015069076,0.021852744,0.070120947
20,N,165,E,,,0.058797175,0.068443448,0.065438867,0.06128357,0.049881389,0.045494452,,,,,0.011909211,0.007394972,0.005635345,0.004183816,0.006019322,0.02115889,0.042277535,0.026454267
20,N,170,E,0.053305409,,0.071105219,0.051315919,,0.071281739,0.060244343,0.044331149,0.055576627,,0.034749839,,0.013643966,0.009413629,0.009282002,0.004551945,0.009379584,0.023117799,0.026387732,0.027399694
20,N,175,E,,,,0.057708432,0.049329127,0.019264603,0.024342857,,0.022276034,,0.030950151,0.038357309,0.01325648,0.006627613,0.006355701,0.011257799,0.009176846,0.028905976,0.02432731,0.023873011
20,N,155,W,0.046122372,0.043621448,0.038286135,0.049825326,0.037594823,0.027699261,0.024748009,0.022616509,0.026364597,0.025523427,0.022794396,0.027384801,0.019819654,0.019193818,0.018742922,0.016582268,0.017293979,0.016284645,0.017899608,0.014845267
20,N,160,W,0.07057443,0.060392694,0.055522467,0.050195333,0.037921746,0.032774885,0.028665534,0.025965747,0.023418207,0.025280425,0.022737603,0.019692115,0.023667158,0.020048401,0.022736978,0.01469222,0.017829739,0.018599789,0.018531284,0.014488435
20,N,165,W,0.052535929,0.052794578,0.060837045,0.03721934,0.029380013,0.02784273,0.029152516,0.027327882,0.02875542,0.026565074,0.039135166,0.024732735,0.024267721,0.025006925,0.018376153,0.020088991,0.023393504,0.022831935,0.020976951,0.018095904
20,N,170,W,0.097773041,0.063024386,0.070796572,0.040943625,0.043815717,0.034738609,0.027405413,0.029085102,0.035951227,0.022669236,0.035970918,0.038613577,0.032007661,0.029349232,0.020973267,0.027553379,0.026265671,0.02807095,0.023935601,0.014516906
20,N,175,W,,,0.074539573,,,0.042289137,,,0.030109986,0.020360675,,,,0.010903278,0.014579029,0.023758762,0.029011499,0.016924442,,
20,N,180,W,,0.101977715,,0.02592081,,0.022749534,0.021113413,,0.019600312,0.015618021,0.085561114,,0.016178067,0.0097529,0.007573547,,0.00868411,0.025827771,,
25,N,115,E,,,,,,,,,,,,,,,,,,,,
25,N,120,E,,,,,,,,,,0.019487196,0.036319358,0.009738893,0.034861298,0.080448556,0.01791199,0.030763154,0.02460741,0.039048047,0.019204027,
25,N,125,E,0.026019635,0.028704051,0.02870648,0.032346279,0.02519819,0.018953701,0.017389514,0.017928374,0.024740325,0.018035225,0.022970133,0.01742481,0.017825415,0.014520143,0.015469838,0.03064496,0.033314464,0.02653856,0.023707675,0.024598752
25,N,130,E,0.057949183,0.053669175,0.076389028,0.063453977,0.052866444,0.057497303,0.035635065,0.042927929,0.048779423,0.033007178,0.039114343,0.029229783,0.033179856,0.031448881,0.03672964,0.035723475,0.028760065,0.033925487,0.029296748,0.033683034
25,N,135,E,0.064147774,0.063394739,0.104997769,0.08833971,0.067545615,0.064209734,0.047897095,0.044754891,0.063382768,0.033049306,0.041418215,0.039108271,0.030942004,0.016527021,0.025879107,0.016782639,0.016982856,0.037384835,0.03378389,0.02891719
25,N,140,E,0.052107147,0.048021871,0.053430329,0.052694232,0.064909035,0.060782139,0.058619369,0.050325747,0.059453126,0.038887373,0.052202325,0.047306771,0.031401917,0.04425358,0.040865509,0.045894718,0.037365288,0.043192742,0.039465282,0.041463161
25,N,145,E,0.044980765,0.048219363,0.047550256,0.064723075,0.052259408,0.041122306,0.051168709,0.047066216,0.046722643,0.041380619,0.051236747,0.043577486,0.013784918,0.007749597,0.007952048,0.010447169,0.014346626,0.022832914,0.024560089,0.016180368
25,N,150,E,0.033313339,0.039767048,0.031640683,0.037802921,0.031354792,0.034979169,0.040452871,0.048046069,0.024062268,0.033819452,0.059113593,0.045898377,0.007889336,0.007817707,0.008310185,0.01282061,0.012755931,0.020159934,0.021688761,0.019381474
25,N,155,E,0.039254864,0.030238986,0.034827875,0.031210685,0.023899792,,0.049623841,0.034169689,0.028827171,0.040202502,0.046295983,0.04234703,0.015071533,0.016324097,0.009728936,0.016135423,0.011724696,0.020811846,0.026221768,0.019492725
25,N,160,E,0.040503404,0.045682906,0.045664211,0.036458175,0.024228533,0.024876833,0.031998436,0.027443661,0.036422734,0.033554038,0.050583559,0.04259211,0.017320406,0.020932563,0.014567204,0.021572395,0.028614571,0.030759036,0.033699124,0.033284275
25,N,165,E,0.041781981,0.041940273,0.046010781,0.038915268,0.037567096,0.04893323,0.018665668,0.028543531,0.031468545,0.041777168,0.038848285,0.036857217,0.019350824,0.017765996,0.018042808,0.024870016,0.02685478,0.026871436,0.032177755,0.038386692
25,N,170,E,0.037535289,0.036800018,0.047669448,0.048872995,0.034377492,0.033422441,0.027480372,0.026515277,0.026467348,0.03865121,0.033779233,0.031547805,0.023756281,0.016272487,0.021837389,0.021560078,0.024888288,0.01156728,0.024352799,0.027086684
25,N,175,E,,0.023457092,0.050900033,0.062271,0.028872519,0.020437708,0.023064938,0.021700517,0.039110224,0.045276674,0.035918892,0.030556846,0.018214693,0.016448214,0.027277612,0.026355543,0.019211158,0.024210196,0.037120677,0.031072655
25,N,155,W,0.062449606,0.083475495,0.109272133,0.039871072,0.046809493,0.07680971,0.043035575,0.038193192,0.034534943,0.026065659,0.029897892,0.02323073,0.028445195,0.023609548,0.020838171,0.026862844,0.030592285,0.019085981,0.025924794,0.024317698
25,N,160,W,0.063131081,0.085980897,0.110905644,0.044760435,0.045413947,0.064771553,0.046827411,0.037826553,0.029020797,0.024514717,0.031357015,0.024903023,0.022000514,0.024509927,0.022257541,0.023802668,0.032223628,0.020783994,0.021857153,0.026885163
25,N,165,W,0.111687442,0.081947515,0.078004366,0.056878548,0.008591658,0.045542731,0.050788334,0.026868998,0.030078902,0.029849924,0.058711755,0.028707082,0.022071105,0.037797203,0.030023722,0.025881168,0.035753167,0.030681479,0.027399767,0.032996742
25,N,170,W,0.074232511,0.099950569,,0.073070149,,0.03303143,0.035664488,0.042721639,0.032170005,0.026644703,0.076889202,0.034216158,0.054308733,0.068662906,0.033047333,0.039948966,0.038281522,0.03845704,0.036967328,0.032982352
25,N,175,W,,,,,,0.209922449,,,0.075048218,0.031159623,0.054673711,0.047262437,,0.036330522,,0.043864157,0.052152317,0.018732751,0.047733412,
25,N,180,W,0.160083825,,,,,,0.021602929,,,0.020405483,0.044203473,,,,,,,0.022352277,,
30,N,120,E,,,,,,,,,,,,,,,,,,,,
30,N,125,E,,,,,,,,,,,,,,,,,,,,
