lat,lat_dir,long,long_dir,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998
0,N,155,W,,,,,,,,1708.03,,1103.24,,4699.55,3334.37,17031.92,9064.03,16724.18,,10836.66,8303.29,8550.22,11805.01,17214.41,33187.96,3146.67,11440.65,9855.13,21954.53,27179.05,3892.51,16664.66,14347.04,10457.89,50065.16,5199.48,34032.98,36558,40572.04,39793.38,9881.53,39688.68,34164.28,23425.65,15348.15,27592.59,37096.36,41075.31,34276.49,26213.4,15525.65
0,N,150,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,N,145,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,N,140,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,N,135,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,N,105,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,N,110,E,,,,,,,,,1212.29,1017.99,,2900.61,9934.17,5895.23,3409.4,10497.32,4202.09,16201.65,13333.04,10730.08,10949.49,12032.59,11600.97,15479.77,8578.82,10961.29,13540.35,7212.63,9596.09,13840.15,8203.71,12626.94,25172.5,10951.87,8738.39,6999.31,3799.8,8849.98,10588.83,6229.2,8404.35,6864.85,7051.22,12490.3,6259.26,9156.85,11330.7,13020.42,12223.3
5,N,115,E,,,,,,,,,,,,,,,,1478.3,,4207.09,1149.46,3680.5,1703.75,1131.72,3747.54,3742.18,2693.46,1384.77,2814.42,,,,,,,,,,,,,,,,,,,,,,
5,N,120,E,,,,,,,,,,,,,,,,,,,,,12616.01,14412.48,20499.8,9302.46,12202.69,21121.51,22041.65,37787.89,30958.99,39366.16,14216.53,31669.3,51205.48,92973.7,36812.52,77444.63,100716.78,243553.27,138653.33,114907.2,8153.39,6960.93,8537.16,3752.61,980.9,1090.27,1098.11,1345.18,1001.1
5,N,125,E,,,2736.34,,,,,,2588.72,918.03,5798.12,5011.74,8731.09,4110.27,8093.73,13599.46,19588.71,7465.16,10071.23,10955.73,22559.42,22379.46,28248.17,22777.53,29308.99,58313.79,44747.9,73455.09,55880.63,74875.69,40636.15,64545.52,97980.36,122288.47,64237.56,105071.14,116652.52,284363.67,171578.34,136189.29,40943,34302.48,28098.85,33376.36,25589.01,33579.12,33363.84,51290.61,30447.63
5,N,130,E,,,6866.11,10861.21,4795.35,4353.74,3226.9,4605.46,12546,16963.87,15816.83,18200.85,23380.05,10141.36,13274.06,43936.36,52978.53,18672.37,30323.21,20083.19,19218.95,21306.02,28289.99,33549.65,42994.22,84729.59,66349.33,86487.3,94285.96,125758.96,76434.26,94913.14,114415.3,98371.83,90132.89,117749.5,75226.17,140040.55,108350.32,95332.3,234943.99,115985.53,103190.9,113855.48,67064.93,92059.91,99753.97,118100.88,80386.6
5,N,135,E,,,8329.18,5073.02,4902.61,6184.04,3301.13,7301.51,13091.62,27704.97,17833.21,16128.71,16446.64,4771.25,6923.37,26339.57,18464.13,10646.43,18349.96,6780.48,10146.02,12718.45,5856.02,11469.39,27473.51,32722.48,37526.31,27395.49,60356.15,36844.14,18832.95,29794.62,13948.36,28209.17,25917.53,35334.72,24909.15,45947.59,36226.67,42475.03,105645.1,124308.84,104796.89,125913.88,74682.99,151045.45,63307.41,34677.2,33559.33
5,N,140,E,,,6304.17,1334.56,2100.67,2763.49,1758.77,6465.02,7275.32,18626.33,20921.43,20458.81,14900.93,9148.05,4032.93,19362.12,16887.94,17054.86,14954.62,22825.26,11765.76,15506,18511.12,15145.74,28321.62,59894.73,38652.38,50084.27,70757.92,64160.38,33946.72,45050.42,32049.36,62748.16,65005.33,86425.56,53804.61,67161.66,50285.92,58725.09,77936.14,59264.96,87566.15,87297.85,68381.14,108739.94,42880.03,26906.61,34817.91
5,N,145,E,,,2065.62,,,1037.17,879.8,4880.01,,15591.18,14683.75,9040.31,10348.02,950.92,4623.5,8526.21,11611,20823.74,9952.91,33205.18,25605.53,22135.58,35915.74,26633.41,28241.28,79774.04,71592.92,93984.15,108838.69,124975.82,84040.18,101746.89,69933.79,132996.12,103637.73,170559.81,119686.44,154556.6,100649.41,107143.78,149670.34,106470.23,126111.39,87351.72,10629,54981.09,30251.81,32613.42,50164.43
5,N,150,E,1065,,1215.76,11613.48,4784.55,6189.47,3154.82,6223.96,11086.55,33410,17796.17,26007.45,27609.33,15072.42,4009.94,14165.53,10513.5,20916.97,19924.09,38166.57,28411.13,18282.08,34183.54,22433.87,16731.44,55274.97,52343.43,83812.3,85133.57,93700.03,69896.36,92218,47339.64,84823.03,73665.2,115154.82,78812.72,105596.26,78969.24,76066.28,109489.57,74821.34,93150.62,95924.23,52091.95,93108.6,25088.71,36470.09,30047.79
5,N,155,E,966,,1203.3,6494.69,,1636.9,3491.1,18894.15,19099.16,33680.59,22330.45,19333.56,23548.85,37707.06,20216.08,24171.48,26020.13,29842.35,24542.75,42282.86,24477.73,10018.44,21701.49,14813.1,9521.13,34377.74,25655.39,41362.65,39562.7,47370.6,30881.67,50073.63,26607.11,26779.34,37841.35,41930.26,33386.8,39980.63,41605.4,32552.31,47031.98,40724.32,42852.89,56494.25,142535.14,203041.17,116426.09,57943.58,68564.12
5,N,160,E,,,,6451.4,,6471.82,980.95,21381.35,15155.49,23460.85,17102.66,9983.2,20595.66,16876.95,16450.15,17668.92,18862.75,22866.54,20827.83,31154.92,23994.22,2703.28,26535.65,7986.44,11403.58,17433.49,15999.94,16369.52,10347.72,14576.36,9184.26,26996.14,17705.74,7571.25,13725.9,16445.81,13626.24,15544.27,13499.5,5839.83,17038.68,18843.11,7089.74,14327.21,55486.87,63246.44,21033.82,13321.13,18728.41
5,N,165,E,,3827,,4998.29,936.01,1946.52,1147.03,11886.18,7746.17,12203.2,8003.86,4751.81,5598,2700.16,1042.38,2005.02,13473.65,9957.72,3513.33,14528.6,22228.62,9141.02,29654.37,11621.21,23333.9,19824.88,14197.38,8464.32,12957.79,13184.01,8132.73,33791,22056.71,11126,4309,17172,11250.24,14967,10363.82,7915.12,20294,9780.58,13141.42,16456.21,39538.97,39853.6,48893.76,19054.16,15231.11
5,N,170,E,,5551,6591.2,9129.64,946.86,4644.23,,8114.29,11613.31,10226.48,5756.94,2739.79,9914.06,4409.5,2503.47,12506,7554.59,11647.91,5997.14,4287.74,15113.88,12689.67,11710.33,10118.7,5647.12,13298.53,3917.38,7075.95,3529.65,4627.44,7123.12,12328,5163,21515.31,869,3123,10689,20106,2369,2140.51,10164.63,8149.84,13151.95,10690.68,35356.57,42952.92,58061.29,44811.98,20922.25
5,N,175,E,,8380,6864.3,11358.63,4998.92,4156.65,4502.77,9353.99,11037.08,8694.36,3296.35,4879.37,9829.22,7320.33,11051.1,41458.41,21024.54,21738.06,13170.37,9011.61,20173.45,30116.01,25318.27,10919.46,17723.73,18608.88,6322.11,14113.74,5751.95,7032.88,11662.06,2366.94,10815.09,44087.99,20568.58,35792.44,55698.14,97203.16,33002.03,15595.78,38833.08,24644.39,39142.77,30145.38,10668.37,10728.78,29454.68,79771.66,60057.23
5,N,180,W,,,9871.63,22922.43,2210.83,1952.7,978.31,13818.32,26024.4,5689.25,3569.42,11702.88,3519.41,10981.11,13790.54,9813.19,6926.34,3333.03,2389.27,6064.43,11954.13,11601.95,18225.97,6894.15,2787.19,43397.1,9538.41,18811.84,6273.81,2212.17,8377.08,,7485.55,19704.2,21830.05,22805.2,6849.91,14734.52,2175.98,840,6867.07,1969.82,9885.87,19545.17,9968.65,17237.78,15469.07,5847.38,22861.14
5,N,175,W,,,20241.79,9406.26,2858.08,4703.07,4899.29,5542.94,17263.53,5964.15,7967.18,4305.4,4311.6,11585.59,15668.98,3845.1,6305.93,1688.83,829.15,2043.48,6604.3,11200.13,21413.9,8107.24,4863.68,2941.24,11905.1,17338.34,3958.51,3847.01,9629.79,1863.92,11133.53,21392.51,37897.48,20361.72,13950.5,22544.43,4848.65,6443.61,13160.67,4088.73,10790.63,11292.73,26565.62,18473.39,22091.71,3182.99,37661.29
5,N,170,W,,,4761.05,3088.7,,4819.07,7975.61,2464.11,12840,3585.95,7104.18,5861.94,6321.67,6724.4,18665.55,9092.81,3009.23,2050.26,853.5,7139.37,13529.15,18426.82,16110.3,6957.14,10787.13,3348.09,8794.97,15959.89,7032.71,5837.65,7122.74,,4773.27,13967.47,7381.55,5782,6533.37,17129.46,4360.69,,7198.88,3253.07,13639.62,7718.79,20943.74,15097.14,9852.11,6068.35,55842.31
5,N,165,W,,,,,,,8622.27,5284.71,9883.9,4594.23,13137.35,18328.74,11267.51,5259.81,16294.53,8674.93,5475.81,13338.73,4876.88,13118.37,17562.49,11688.76,16425.54,11106.77,13767.46,14234.11,9906.65,11188.74,3657.88,6070.9,5301.67,1467.19,808.13,,8113.69,,,1570.55,2255.02,3705.31,,,,,2011.48,810.2,1735.24,976.77,18916.72
5,N,160,W,,,,,,1197.98,805.65,2418.42,876.02,,4072.65,17978.25,12039.24,11282.86,20112.78,2370.08,10435.68,10637.06,1236.41,15503.78,10913.93,9622.94,15356.11,20746.22,13964.29,11271.96,15890.19,16066.5,853.05,9515.73,2224.28,2730.94,5896.53,5719.16,27051.11,34398.62,6896.84,19513.4,16375.07,15948.34,44798.26,7543.63,20218.11,14094.48,34567.19,37772.63,29211.44,27447.95,36654.37
5,N,155,W,,,,,,1820.59,804.52,2607.71,,811.94,2635.96,11610.4,5653.33,8418.06,18740.55,7999.9,7255.22,10031.06,7255.91,21146.06,22771.77,28340.55,13128.15,20147.15,25464.35,9282.8,21345.47,27534.15,6623.98,24917.35,7656.87,9707.32,14613.63,12694.85,25853.66,33706.27,8149.3,11111.08,19945.28,28284.59,13843.74,8866.23,36328.68,18938.1,23481.83,41552.26,14981.49,8675.7,39839.73
5,N,150,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,N,145,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,N,140,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,N,135,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,S,105,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,S,110,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,S,115,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,S,120,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6936.41,13766.33,47960.22,73362.98,107940.54,169973.55,132789.63,217476.26,255131.23,360599.97,298785.87,244686.59,249280.66,245586.53,302527.66,206322.01,103008.89,115003.16,192114.49,154110.29,202347.87
5,S,125,E,,,,,,,,,,,,,,,,,,,,,1929,,,,,,,,13690.82,25004.29,71940.35,110044.49,161910.79,254960.3,199184.43,326214.37,382696.87,540899.97,448178.8,367029.88,373920.96,368379.78,453791.48,309483,154513.3,172504.74,288171.74,231165.4,303521.8
5,S,130,E,,,,,,,,,,,,,,,,,,,,,1184,,,,,,,,1254.61,4203.88,22459.92,36681.5,53970.26,84986.77,66394.8,108738.12,127565.63,180299.99,149392.93,122343.3,124640.33,122793.25,151263.82,103161.01,51504.41,58394.58,96057.25,77055.15,101173.94
5,S,135,E,,,5887.54,1412.5,,1314.98,1912.6,,,,,,2736.48,,,,,,,,,,,7978,,1421.64,,,,,,,,,,,,,,,,,,,,,,,
5,S,140,E,,,4709.93,843.73,3942.05,,11928.27,8906.07,1955.16,1784.69,3316.43,1552.61,7630.35,987.26,,,902.57,,1078.52,809.57,,,1024.26,5142.97,,2497.62,1444.5,3007.82,2407.67,,6848.45,33771,19214,20141,1792,6584,1024,,,,,,,1005,,1003.66,,,
5,S,145,E,,,944.06,2305.47,4945.1,989.67,11966.28,8784.89,9388.37,,15180.49,8252.15,16733.57,1359.15,,,6140.72,4285.57,5831.45,1062.22,,8289.82,7205.56,9771.67,10691.7,6992.27,14387.56,11169.97,18220.22,3959.18,54416.28,51570,47040,28436,13536,26692,12876,2944,,,,,,1165,,2141.14,,,
5,S,150,E,,,1944.43,1074.03,2913.92,,902.07,3090.1,2758.42,3164.23,,15564.8,16204.69,5083.69,5866.14,1701.45,6155.62,2690.74,11819.89,817.97,,12992.93,9217.14,16663.65,11472.95,5572.89,9313.46,11361.29,12463.94,3546.18,42849.41,45952.3,29852,10236.09,9087,20088.88,11184,1585.9,1035.06,,2004.05,,925.86,,,,,,1054.52
5,S,155,E,,,4695.95,7086.05,,,,4371.29,1402.63,5700.59,4955.98,10844.55,8312.59,8995.92,13166.09,3671.62,15725.48,2395.36,21430.46,2839.96,2495.46,20651.55,5497.83,23025.56,5119.36,12601.84,15582.19,43295.09,29535.48,34285.36,21506.24,45342.4,64110,6380,8967.6,26448,4616,,,,7569.15,1317,,1009,1033,1821.43,,,
5,S,160,E,,,3940.42,,,,4602.81,10255.58,10791.29,3765.82,7356.49,9521.54,7658.27,2751.45,27524.73,2156.85,17501.17,1322.13,14362.68,848.93,7946.85,16058.44,10291.2,7256.51,11548.12,13271.92,8999.84,21955.05,18490.67,20007.4,23878.39,9866.72,26872.24,12319.31,15875,21156.12,2198,13846,18469.38,38530.13,44817.95,11702.24,20523.33,20213.74,19982.71,3784.09,2932.83,6562.32,8738.76
5,S,165,E,,,961.46,,,,968.45,4425.27,3526.93,3745.59,12246.1,7680.66,14454.07,11989.78,28681.2,3501.91,24235.49,2779.76,6828.7,8480.57,8146.71,11129.66,13378.56,3583.19,6511.65,8047.9,16897.16,24889.44,25199.9,16455.31,33135.3,3231.14,14890.6,3449.75,6841.85,12691.5,817,4521.36,14775.12,38519.12,27620.88,,15545.81,23062.1,12160.7,8124.1,8206.06,13216.68,19726.1
5,S,170,E,,,,,,4950.09,5997.42,21584.12,11681.3,14369.37,28008.7,10354.39,13721.63,8920.14,8804.14,2198.57,16888.54,6573.2,1173.08,4727.37,,2591.7,9513.89,2204.42,2670.95,4225.33,15907.57,19793.77,14752.09,19390.61,33402.93,9654.06,21566.76,10556.98,10530.85,16488.53,3003,2375.79,29449.13,49040.73,15395.39,5029.47,13945.83,19433.23,18502.22,23009.75,15559.57,19295.3,11881.57
5,S,175,E,,,,,,2354.94,1793.66,11454.35,5743.61,14171.08,8700.09,3741.26,4304.69,5569,5203.65,2595.88,10823.94,2181.66,4943.08,,2878.96,2404.69,2371.86,1475.98,5766.4,5038.35,10168.45,25020.61,9742.25,22323.54,41751.76,10940.08,19371.03,27287.73,23393.62,32578.89,7212,8087.16,35053.96,45069.84,15584.6,7138.1,4935.45,4880.49,14189.28,26791.85,14384.34,4389.21,9623.51
5,S,180,W,,,,,,2933.67,,5203.77,6588.59,10254.46,13495.63,3548.91,3596.97,8755.18,3958.81,5209.46,7788.72,3748.88,1950.27,4573.18,,2652.94,2546.02,882.67,,12110.64,12394.17,36536.49,9641.94,20452.67,49096.47,13794.75,12392.55,14228.97,14803.52,22937.47,2975.04,7712.87,31231.93,43800.24,13183.22,6190.31,21430.89,10862.26,7188.43,27266.44,8254.39,7769.27,30798.05
5,S,175,W,,,,,1221.62,5037.89,,2406.45,4446.1,1346.63,4617.49,6488.82,12622.49,13076.02,4501.9,2686.96,5105.89,7139.36,9398.22,19402.12,22956.47,8138.28,9952.9,8253.68,31938.28,16957.46,21849.01,28455.42,4786.59,10730.41,32189.5,15944.61,13941.81,27426.68,23315.7,39074.05,1856.54,11684.89,18824.59,26664.84,12849.88,2731.53,20195.68,16122.08,25043.96,12989.92,16083.18,26210.78,32292.52
5,S,170,W,,,,,,4169.41,,,3136.98,2336.69,1203.88,,1430.59,10269.58,1211.71,1780.33,809.61,5016.34,26629.62,12037.18,18358.78,2849.3,19694.21,13047.59,21514.7,32466.82,16379.24,4396.28,4553.56,21887.26,31221.94,9040.62,37492.04,25526.16,28635.69,39834.79,10529.15,18148.85,26911.22,36890.83,20204.21,8589.69,28199.57,35382.54,28396.66,17160.91,16634.94,41904.09,53894.23
5,S,165,W,,,,,,969.22,2195.21,,2083.31,3975.82,857.94,1868.81,,12009.39,,7120.94,1463.07,3203.64,14858.15,9247.84,1944.83,4409.72,3588.86,,7964.87,49424.77,23075.05,3204.23,5587.9,26397.93,33941.59,8610.72,30309.45,6556.65,33719.23,34816.72,7766.2,19881.53,23380.76,29681.5,19935.05,15995.08,19130.53,34624.42,30870.18,9113.17,17265.38,20697.55,35438.38
5,S,160,W,,,,,,,,,1674.46,1627.55,,2456.37,1381.29,10570.69,841.46,11638.97,806.08,,16009.09,7603.57,5816.47,1027.52,5529.32,,13341.21,22620.54,28217.5,5806.54,9287,15620.48,31355.59,19904.24,11767.28,5980.76,19711.1,37999.57,31507.41,25541.13,21489.48,36131.1,30767.66,4226.56,7253.05,28066.58,29994.52,12785.61,31500.14,41873.5,22154.5
5,S,155,W,,,,,,,,,,,,4121.55,909.16,10797.23,8982.62,12973.72,3980.46,,7608.83,17753.43,2450.12,14887.64,7930.49,,,31013.6,25685.09,7826.32,14271.55,16351.62,26760.74,12494.43,18217.27,4469.12,21025.15,53387.24,29938.24,25982.3,13270.02,46574.27,54663.73,21410.28,9070.21,44321.29,61305.17,31535.96,83899.62,45588.38,11335.26
5,S,150,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,S,145,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,S,140,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,S,135,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,N,105,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,N,110,E,,,,1164.19,4620.99,3219.31,1074.26,,3848.1,3871.77,3211.22,7445.93,7495.47,12282.96,4819.08,10238.5,10483.59,27607.9,23282.96,22835.51,14931.87,20187.35,14404.69,20544.65,20781.81,29265.18,46673.81,31843.29,25199.32,29266.32,30430.41,40953.44,56550.03,34824.27,31879.63,29113.69,18092.9,25387.13,34431.22,20184.67,17070.37,26931.84,30640.73,19463.23,22547.37,26238.71,22905.62,34103.39,32208.79
