lat,lat_dir,long,long_dir,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998
10,N,115,E,,,,,1017.83,,,,11699.88,6983.73,6528.23,9168.88,15754.99,12827.86,7388.73,13406.71,13336,20649.69,30632,40645.3,21541.58,17835.9,20078.48,35011.88,33345.18,56505.55,47172.05,48170.31,30567.13,44072.53,39122.06,54218.66,81338.91,45110.72,40881.57,48729.84,21233.1,40246.2,56792.88,32239.76,31055.38,28945.99,30166.25,35905.64,25546.93,38858,40019.28,59797.24,54678.36
10,N,120,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,N,125,E,,,1572.54,,836.74,,,,8325.87,7782.21,14221.88,12523.05,10400.94,11151.89,11772.2,13017.01,13411.76,18387.34,37165.35,39432.26,25407.63,26808.62,23230.64,40173.48,63558.93,109986.45,62681.75,75860.82,71454.51,96425.06,91301.84,116754.62,108128.4,110074.94,90974.81,127005.97,86073.58,110627.87,96519.72,86167.09,91876.38,78577.79,87221.53,66550.2,43596.74,44991.16,49587.72,89401.08,56181.57
10,N,130,E,,,1068.62,,,,,1472.15,988.84,,2221.76,9338.22,16170.29,9165.44,11009.84,11817.91,16904.16,30139.1,24431.95,33116.56,39549.33,34373.66,52305.07,66698.68,101441.53,187270.22,152627.87,167966.38,185783.44,190327.61,123149.63,134977.45,116086.77,214204.55,145498.88,256184.98,175377.53,234033.55,156653.83,169971.45,258755.96,243937.24,217387.61,126776.59,53588.16,43053.16,52417.86,40592.53,19336.82
10,N,135,E,,,,,,,,,,5580.62,3506.86,5164.61,11142.64,4863.26,7762.99,8700.17,5218.93,5743.58,7758.98,11097.12,9897.16,11350.17,10705.13,12996.3,36076.73,47025.69,63671.57,67783.84,82911.97,59032.36,30243.88,35128.56,20053.95,47938.38,27958.26,55342.76,35475.07,51949.2,32353.95,33129.29,52003.62,32800.55,48927.39,29392.19,20138.9,30736.21,8653.36,9469.62,7534.74
10,N,140,E,,,,,,,,,,802.17,,4835.59,4125.49,1048.57,4493.36,3746.54,2405.1,1105.85,2180.17,1100.95,3559.39,3998.8,7498.83,5676.21,18194.54,41173.09,43684.04,64005.45,73045.27,64970.61,26791.79,24545.34,21319.8,49203.99,33935.96,58992.79,35693.01,52607.69,37114.5,35247.25,50881.24,33560.97,47883.49,30042.65,17794.7,32656.38,13197.8,7085.65,12705.8
10,N,145,E,,,,,,,,,,18376.09,5193.88,,5223.95,2475.61,,3104.48,951.74,6555.75,2537.47,11846.43,10531.91,8261.78,15941.7,10739.03,20538.08,50744.99,46598.5,87560.61,90059.93,103388.9,51268.29,43422.09,39283.09,90821.04,55561.07,101632.74,69271.87,100983.52,63039.88,64110.92,93970.92,66081.05,90842.58,54580.66,8081.56,40230.13,22650.4,12389.01,24784.19
10,N,150,E,,,,,,,,1441.29,,17499.36,6651.22,5711.93,29060.72,6376.59,4250.35,9808.81,,9558.53,10371.27,14531.8,14548.76,14817.1,13139.95,12771.21,15097.01,34355.03,28508.71,61366.45,61846.29,56931.84,41632.73,34890.14,25078.54,53670.27,38421.15,70797.33,48246.77,77267.46,69883.29,47835.73,63449.57,49749.05,61601.81,55696.68,11935.61,36382.05,7620.01,8162.02,30108.99
10,N,155,E,,,,,,,,,965.47,8607,6457.67,5073.88,5071.28,9495.6,4605.42,9255.05,6190.99,9119.72,20467.48,22776.62,20587.88,17321.54,7491.78,6042.98,4781.24,9050.8,11166.21,20461.26,24847.13,29867.9,27017.25,21259.69,19347.72,21977.22,20571.49,22309.21,28922.55,30320.06,47331.95,18780.6,19262.27,27793.73,27063.68,26049.28,12931.03,15121.88,4044.23,2600.46,8978.46
10,N,160,E,,,,4158.1,,,,,,2176.96,5890.87,1283.8,12884.48,7547.86,,6950.32,5853.15,4172.92,1659.59,3795.77,9027.04,,938.4,3708.75,5774.19,4262.94,3040.96,976.8,3809.25,7246.05,10637.92,9029,11729.49,9631,5921,6550,8936,8099,13657,8345,2252,12334,8111,9743,13332,7311.12,4486.71,1902.48,2857.14
10,N,165,E,,,2121.68,839.42,,,,1152.44,1602.93,3984.74,3878.07,,4969.51,919.37,1765.94,3096.76,9769.27,813.6,,922.93,9689.21,4523.97,3465.86,6522.83,8045.12,6331.25,5271.62,3332.04,6793.14,1828.85,4875.95,3899,3780,5964,3881,1230,8089,2470,3762,1030,810,4070,1440,3968,4793.83,1767.16,,,3061.79
10,N,170,E,,,8404.37,6595.11,,,803.42,863.86,5754.54,9775.17,9002.89,6744.58,16486.22,6949.03,10570.28,15154.57,20967.27,11660.74,4001.96,6399.74,16455.32,7793.85,6698.61,11956.35,36872.45,28371.55,18633.39,7542.65,13598.96,13601.92,11849.89,14065.48,15600,6428,11479,14402,31255,27874.56,26617.89,14318,5298.9,12785.78,9000,5635.37,11694,11094,12713.89,,1030.51
10,N,175,E,,,13493.27,5381.46,1006.57,4127.68,3105.01,3126.59,7923.59,15175.32,11155.45,4129.02,16638.13,7247.96,15461.08,21979.48,15161.26,19949.93,7413.07,8702.88,21505.32,14722.71,6042.49,17376.24,66399.96,49947.12,32552.56,12679.64,15121.89,32057.89,30989.34,57678,13057.55,12026,27799.49,29936.67,72441,81533.75,70693.94,56636,25871.77,80159,28756.5,43998.78,35989.56,48796.7,47147.71,22000.71,45271.91
10,N,180,W,,,23698.89,19552.83,,8286.99,1079.24,5383.36,10814.28,19334.64,13274.99,38177.49,19132.67,7740.1,13696.48,11904.78,8176.7,7904.91,5003.84,4733.96,12874.79,8827.74,1821.62,8889.22,28244.76,28229.99,3794.28,7264.73,7022.8,18877.76,10103.43,17372.48,6306,11285,11087.31,14160,15807,10270.78,17001,11871,6941,9991,5245.42,11644.78,12699,9877.39,2056.89,3017.61,9395.06
10,N,175,W,,,14980.32,4017.19,3535.09,8499.75,1024.65,,12643.18,20312.44,9641.02,19414.02,22529.54,25953.93,19688.27,5960.15,6785.68,11451.93,3863.96,5236.6,16717.7,14939.36,4536.49,13659.14,27744.73,19131.91,10088.38,9299.8,8405.81,21285.94,15360.04,22810.52,12548.48,9355,18504.05,13836,20006,25208.07,42905.2,36583.52,29890.57,30513,13821.23,19355.52,19820.32,19004.59,7165.29,1843.02,7015.69
10,N,170,W,,,11835.17,1234.82,1259.7,3481.73,,929.64,9900.78,10621.65,7192.23,18173.15,20319.27,36062.63,25550.99,7955.72,4352.59,16439.09,3773.84,7463.87,15328.02,18596.93,16686.42,19835.53,24347.69,15699.23,16979.32,15491.8,19622.78,24655.88,23575.68,17149.74,12303.12,7562,16621.14,13716,19976,23449,38496.71,24603.22,18718.26,23868.97,12287,18450.81,14243.79,19715.87,13133.34,12212.58,12155.13
10,N,165,W,,,3028.48,,,,,,2590.12,2709.05,1130.24,19587.12,21185.85,37571.61,18588.33,911.39,4056.82,9440.73,1711.28,1309.78,17582.46,8538.19,26139.27,28711.73,9610.56,13394.3,25314.78,5003.63,17810.88,16962.68,25059.82,23267.09,28423.13,15496,23993.57,16957,18551,21933,42122.18,48744,25351,16157,15596.3,35348.42,31129.81,46916.73,14864.34,19851.28,16869.3
10,N,160,W,,,,,,,,,,,,,24936.06,15348.48,17665.61,1973.84,4039.49,4015.48,3646.44,1077.06,7541.87,3283.66,8794.68,9660.18,815.84,11563.44,12773.27,8730.64,14866.04,7497.63,13655.58,16825.16,15620.27,18593,11783.12,2081.26,5365.9,5659.31,30284.04,25725,34477.58,31878.47,14800.18,41104,16199.75,13298.98,13121.4,14323.24,11851.63
10,N,155,W,,,,,,,,,,,,,5633.39,,6348.31,834.52,1033.48,1741.4,2135.28,,9977.99,985.26,1338.97,802.71,,,,1687.98,8715.61,3290.81,5844.36,2126,4415,1237,1494,,1078,7317.59,20058,21853.53,16544,16753,5091.23,2761,4763,2006.56,2456.99,2680.91,2000.3
10,N,150,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,N,145,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,N,140,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,N,135,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,S,105,E,,,,,,,,,,,981.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,S,110,E,,,,,,,,,,,,,,,,,,,,,,,,,,924.76,,,,,,,,,,,,,,,,,,,,,,,
10,S,115,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,S,120,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2465,,,,,,,,
10,S,125,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3987,2275,,,,,,,
10,S,130,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760,63811,,3156,5134,,,
10,S,135,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35150,26945,14864,64066,,,
10,S,140,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2254.11,,,
10,S,145,E,,,,,893.96,941.99,4740.71,2083.51,1269.28,,,,3501.93,,2892.69,,1453.38,2036.94,,,,2430.91,1382.16,,,,,,,838.99,8342.91,10240,1300,4376.84,5940.97,3268,2658,,,,,,,,1865.08,14676.39,,1856.39,2772.9
10,S,150,E,,,853.76,10249.38,7015.1,1351.13,,14054.42,6474.5,,1831.84,4256.99,20289.12,4329.11,4566.32,5823.06,12781.67,1238.65,1083.83,1423.6,890,7340.92,2075.88,9643.61,,1307.93,1888.46,929.63,7590.05,8875.69,18910.73,17277.4,14799,19087,16935,6681,20825,966,,,,,,,2294.34,11097.73,,,
10,S,155,E,,,5723.86,15031.14,1069.5,,,10539.69,5284.52,3060.73,4371.84,4541.9,12121.77,4163.48,,1766.13,5282.6,6402.83,,,2152.03,8249.68,5433.3,21400.86,8602.39,12939.99,4832.44,12028.27,5055.61,36924.94,31821.04,43543.97,27934.31,12195,7203,9092,15537,2160,23856,28056,15201.2,47125.15,9837,5480,14359,28744.32,,28959.53,10741.15
10,S,160,E,,,11905.9,7033.86,,,1412.65,1768.88,2652.01,934.88,5849.61,3121.13,12702.43,5129.83,6349.02,3648.87,5803.76,5098.45,,,3495.15,8212.17,8008.67,5350.42,10879.6,2909.38,8651.69,11717.03,2726.21,10548.55,15144.71,29118.33,32948.22,3164.02,2042.82,19597,6126,924,25355.17,26803.53,19048.23,18552.61,11159.98,14770,28640,35599.78,10150.15,28790.52,8009.8
10,S,165,E,,,945.1,,,,,,,,,919.08,3748.32,,1551.01,,10775.61,878.83,1069,3865,8319.67,6692.77,2203.19,7215.48,6236.06,2235.94,18556.29,20998.43,6759.3,8252.05,31787.01,12025.4,24473.14,4482.12,1068.17,24276.64,1842,810,11026.63,10668.33,16448.15,3656,3759.43,16948.34,13279.04,14921.34,11366.78,17892.53,23827.04
10,S,170,E,,,,,,2943.6,10548.5,15741.86,4147.11,,8521.31,17478.09,2917.73,,2405,1121.82,11667.01,5197.12,1753.96,12607.06,1335,7691.57,2144,14887.66,12958.92,4356.59,21024.09,20182.45,18574.4,15824.31,37403.19,25247.7,17673.79,10929.33,8112.02,14826.53,13566.36,10119.92,40834.7,19400.87,19616.23,1708,25876.89,14951.56,8560.1,33663.71,6503.6,7037.48,39299.48
10,S,175,E,,,,,,3370.88,2977.58,4868.4,2916.85,2107.37,3595.22,11671.86,,,3000.22,1961.79,5175.63,6479.96,1584.78,10943.67,10794.39,6095.8,5629.16,11394.82,11303.86,9437.69,5293.21,7721.08,17735.71,8225.31,17702.73,12832.61,14767.39,14565.44,4301.17,10072.4,3867.26,1960.81,9360.18,6367.85,5933.85,,2102.21,,,,,,14636.72
10,S,180,W,,,,,,1753.83,,2213.25,,,,6108.33,2093.21,3502.03,11262.29,8185.86,4223.01,4407.24,4546.46,13889.09,5690.35,8601.59,10611.92,3835.82,2409,15890.56,11857.66,29867,18872.61,25925.94,47747.24,30041.07,17298.74,27292.77,7396.29,11954.93,7044.73,15280.32,26044.93,3985.16,10246.04,2016.3,19713.29,3162.62,3528.49,14135.88,4490.42,6711.86,42039.54
10,S,175,W,,,,,,,,3704.5,1528.26,2978.64,6981.83,2422.09,5466.31,10526.8,8540.13,16296.16,46004.07,18900.38,18713.38,25087.99,36501.26,14999.03,28833.97,40893.33,22880.78,17401.62,14298.99,34533.21,16098.63,30158.34,51686.57,24916.18,16561.18,14769.02,9947.98,12620.11,4404.06,10444.96,30940.39,3936.1,11347.58,2014.9,6850.66,1911.33,5814.02,42649.95,5762.26,3281.38,18984.4
10,S,170,W,,,,,,1913.22,,3768,2617.12,7807.5,11769.7,4960.39,11560.32,5802.36,13637,32963.09,43953.8,36045.89,47456.9,48234.46,25787.56,8931.56,26191.75,34825.88,28412.78,22942.62,12954.67,20728.93,11967.56,19690.76,53635.44,27789.12,20044.92,9937.26,17382.51,17396.13,14555.27,23691.26,28793.04,7051.27,29230.68,51310.52,13204.54,7064.15,16661.85,16725.32,7229.39,5274.19,48385.73
10,S,165,W,,,,,,,2217,1368,,2473.53,14617.42,8509.01,10242.45,14202.98,13784.14,35192.43,47457.95,37244.35,16119.75,34260.7,16233.56,16209.48,17078.32,28216.06,24957.26,16131.95,12050.99,13353.87,9812.46,20777.77,26226.37,17873.19,16225.55,13527.4,22587,21551.64,16115.29,29227.03,31498.71,17379.05,46101.88,28336.06,17203.5,6691.86,13892.58,5921.14,5675.7,4886.19,31276.13
10,S,160,W,,,,,,,,,,,9234.68,4261.09,4824.41,12398.84,11944.88,20924.41,33347.16,20312.34,22087.06,29543.05,19715.54,8243.37,19936.81,20540.31,,25449.63,9811.25,18271.09,5094.44,13447.24,23890.29,16441.56,13783.32,19912.37,19601.45,29168,21844.2,28963.08,32627.14,18376.26,15616.42,20165.56,7730.37,6664.19,11712.58,5153.27,5219.54,13034.42,23564.67
10,S,155,W,,,,,,,,,992.49,,1213.74,1830.52,2371.19,6015.37,4897.25,23286.96,37559.71,26019.94,48330.11,20218.65,18372.26,20643.89,26702.39,26297.26,6526.41,21040.88,12743.11,17667.4,1448.9,21958.26,33467.19,24691.26,12645.62,12816.13,25047.36,58556.51,37250.76,41077.01,76171.85,30124.56,25238,24965.69,19957.88,15747.91,37802.22,25095.7,15738.92,21928.68,65346.05
10,S,150,W,,,,,,,,,8159.17,3579.2,,2165.15,819.7,8641.14,875.13,16280.13,22386.48,44359.76,23684.42,9753.85,8476.74,40695.41,24173.17,29549.97,5609.55,23013.54,13356.27,12758.63,3807.14,15156.92,45049.68,37407.37,17661.74,25094.1,41542.56,67121.6,61519.5,71213.71,93891.76,44092.07,69533.23,67706.97,45285.51,38361.3,77118.52,44448.23,43673.69,39562.05,65851.34
10,S,145,W,,,,,,,,,2925.1,,1723.76,867.33,1041.86,2665.03,3217.19,11537.73,10579.78,17970.98,33024.8,3818.2,14995.79,33345.37,33063.15,9055.31,21401.03,35850.93,6330.89,4430.44,1646.37,13653.5,26680.46,35905.93,7466.24,5066.07,20494.25,33828.43,34406.22,31074.2,53482.8,26005.59,47019.88,52594.65,28221.51,22313.89,36731.85,24555.01,28308.85,23181,18186.28
10,S,140,W,,,,,,,,1917.72,,,,,7066.53,10327.88,5548.14,9537.52,5920.67,7890.9,22480.65,5762.89,9946.05,14619.33,7164.2,6170.31,27364.2,24983.25,20547.77,28155.92,29119.6,30437.76,22617.41,30561.5,16127.74,12720.56,31736.32,29091.11,32106.33,32537.21,98968.58,75827.19,36761.43,45302.69,44363.79,38037.44,52696.77,69188.32,47241.34,34207.61,18884.29
10,S,135,W,,,,,,,,,,1430.42,1033.53,1063.55,14361.13,16417.37,10519.26,15696.58,4350.15,5100.7,25580.66,7796.35,12400.94,13008.28,27054.45,16197.99,33891.92,33753.42,28631.95,52778.91,51446.4,47690.21,26168.84,39230.45,24829.73,22818.53,49829.64,29668.73,73389.21,51950.35,133044.96,105232.15,68071.07,82755.83,96088.21,98386.89,85141.45,85198.25,78305.61,37282.95,60024.87
15,N,105,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,N,110,E,,,,,,,,,4581.95,3386.25,3035.33,11417.48,10704.7,5986.57,7104.92,11472.47,7790.56,15407.12,15512.9,14805.83,15038.71,18056.74,15143.59,18703.24,13652.1,21872.59,17069.57,22626.05,22305.65,21676.41,19447.87,26266.84,39498,19661.13,32794.44,20918.98,17673.06,20390.71,19208.81,16350.19,11053.55,8224.86,7988.11,11085.25,8021.68,7067.49,18755.62,41928.36,18173.16
15,N,115,E,,,,1991.71,,,,,12427.56,12838.96,9489.59,16429.83,26082.14,18846.67,14397.32,25326.86,20793.09,15074.4,28954.48,38427.46,35018.77,32533.23,21575.12,51125.76,33340.96,68292.55,47192.21,71739.39,49651.74,76484.5,72807.16,162480.49,145225.21,55208.26,72194.49,141477.66,54485.42,85960.5,62423.49,56003.25,43688.06,31831.47,32478.76,41051.24,27734.94,25626.72,60094.08,129508.82,78213.07
15,N,120,E,,,,,,,1216.1,1107.15,12923.12,10452.26,14142.64,23963.18,38267.47,54149.08,14618.88,12193.56,32931.61,30015.76,59678.24,40516.12,45973.26,41641.86,28268.81,39632.96,44580.44,121080.53,46625.86,34715.77,52966,118113.04,147715.19,209269.23,92799.08,91100.09,69947.3,301028.22,66339.34,96358.64,114772.37,52448.29,60419.43,52116.87,42924.57,41986.08,36885.91,61567.35,35382.43,104731.33,101700.07
15,N,125,E,,,,,,,1881.2,1452.54,16770.44,17028.96,12355.86,23622.74,44751.48,51090.02,14287.42,15755.65,29770.03,33084.84,51273.32,39217.58,39950.63,41888.69,25985.08,40175.13,54991.88,61371.12,57118.58,47905.26,60088.15,97445.2,84757.57,126507.52,96270.25,97733.06,78000.97,325933.86,85122.42,115473.95,120258.48,59684.94,74694.76,70790.87,54375.73,50451.64,37483.98,38318.28,29455.63,109316.12,94475.12
15,N,130,E,,,,6856.87,1129.69,3028.62,1647.11,835.59,,5675.51,3582.79,5410.7,10396.04,21208.89,9743.5,8066.67,10840.6,8205.7,12182.92,16553.32,17595.09,12236.87,17816.71,10175.45,14411.08,28906.18,27405.94,31722.07,42809.91,48832.92,32538.93,30916.79,25862.57,50914.12,34872.39,68054.47,40409.91,62209.98,46185.8,38469.27,51481.25,38819.48,42870.82,30824.23,17533.17,9091.31,5336.96,16493.72,13395.15
15,N,135,E,,,,,,,1701.77,,2737.2,2544.2,3655.93,3353.82,4743.1,2443.54,4483.05,4873.36,4733.09,8726.03,5569.9,11556.72,17095.94,20214.49,21358.07,8500.22,11136.18,29805.91,30468.51,33988.34,40794.92,41004.81,33282.09,26639.28,22249.03,51337.78,33458.07,59060.87,38986.91,59341.92,39919.84,36436.68,53161.14,34168.19,44469.37,27015.5,3812.52,5310.14,1173.52,7097.39,8644.87
15,N,140,E,,,,,,,,,,845.58,,,,,,,,,,,,2608.01,3885.23,,,8342.37,9489.91,12430.28,13289.6,11868.65,6596.94,7614.06,5919.82,14555.27,9234.85,17346.38,11592.75,17254.24,10035.14,10268.53,15922.82,9692.99,13790.25,6859.96,,,,1391.35,
15,N,145,E,,,,,,,6365.9,11920.2,2323.83,2135.56,1023.05,,,,,,,,,,2267.12,3141.63,,,,945.56,1912.84,3456.42,6903.71,4720.95,3467.51,1885.54,1634.26,5115.37,1228.09,6447.67,4047.25,5862.01,2787.95,3433.5,5379.48,3147.98,4490.22,2163.37,,,,,871.48
15,N,150,E,,,,,,,,1795.62,1158.45,,,,944.86,,,,,4604.13,,5259.78,5522.85,7004.07,13123.16,6490.87,6075.37,29269.17,29703.86,44130.15,49486.77,55772.29,36750.98,34238.9,26437.59,61830.06,32702.34,74880.8,45710.57,70812.2,45067.44,43018.73,63575.65,39423.45,54909.46,31645.14,,1379,2981.45,7708.17,13919.65
15,N,155,E,,,,,,,,,,,,,,,,,,,2237.44,3024,923.5,820.44,,,,1754.87,3206.33,2679.77,4810.33,4870.73,7309.5,4536.39,3043.39,7462.28,2203.99,4920.89,3695.71,4824.93,2515.61,2468.26,5476.61,1533.95,4963.6,,,,5691.54,991.62,6017.12
15,N,160,E,,,,,,,,,,,,,,,,,,,1823.52,,,,,,,2271.81,1675.76,,1330.37,1252.75,,,7152,3166,2023,,3146,,1881,,899.12,,,,,,,4950.55,2940.53
15,N,165,E,,,,,,,,,,,,,,,,,,,,,,,,,1365.97,12433.89,6491,2059,,,,1023,991,,,,,,,,,,,,,,,,
15,N,170,E,,,,,,,,,,,,,,,,,,,1112.9,,,,,,3024.8,857.04,5250,4320.6,,1023.18,2884.16,4007,6965,,,,,1757,1047,,,,,,,,,,
15,N,175,E,,,,,,,,,,,,,,,,,,837.79,,,,,,,845.07,1315.33,,,,,865.41,4848.24,1606,,,,,7222,5133,2737,887,13207,1986,897,5542,,1331.88,,1778.04
15,N,180,W,,,,,,,,,,,,,,,,,,,,,,,,,,1375.87,,,,1148.75,,1898.45,,,,,917,,1071,962,,,,,,,,,12123.98
15,N,175,W,,,,,,,,,,,,,,,2391.69,1176.96,1211.8,1798,,,,,,891.47,966,,,,,,,,1039,,,,,,,,,,,,,2424,,,
15,N,170,W,,,,,,,,,,,,,,1028.29,6778.27,2417.18,,,,,1019.61,,,,,2602.32,,827.41,,,,,1180.65,,,,,,,,,,,,,,,800.01,
15,N,165,W,,,,,,,,,,,,,,1216.79,11409.66,1750.1,,,1010.64,,1950.92,,1589.45,917.1,1032.9,3954.42,,4602.1,1066.53,995.38,,3486,1299.57,,,2119,1684,3274,7775.07,3531,970,2302,3200,10361,10858,24446.11,27204.11,46410.29,26362.21
15,N,160,W,,,,,,,,,,,,,909.29,3497.1,14900.07,3928.05,3954.67,3623.92,6328.69,9938.91,4985.79,999.22,1995.5,6272.5,17218.91,2365.18,11897.95,7943.06,14834.95,3704.72,,1821.97,2879.32,1034,,,,1390,13215.51,10557,3410,16630,19351.85,23133,13972,23376.66,20734.73,15455.75,21068.14
15,N,155,W,,,,,,,,,,,,,,,9321.52,1166.82,4558.44,3229.65,12969.16,845.22,3923.49,,,1988.02,6328.31,1078.53,825.05,5343.69,19036.22,,,,,,,,,4768.21,3799,6907,1112,5833,1771,2410,,7250,1328.89,,9632.8
15,N,150,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,N,145,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,N,140,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,N,135,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,S,105,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,S,110,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,S,115,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,S,120,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,S,125,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,S,130,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,S,135,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,S,140,E,,,,,,,1306.64,5610.32,2466.32,,,,1702.24,1828.1,1524.99,,4709.33,1103.65,,909.5,1725.63,2517.35,,,2368.19,,912.58,,,,,,,,,,,,,,848,,,,,,,,
15,S,145,E,,,,,12235.18,,2443.97,12218.9,8106.73,,2689.5,3425.02,4597.28,7669.86,5812.02,8062.5,13164.89,5064.88,3697.12,4416.85,5743.89,11105.71,,6422.9,6814,,2330.66,1663.78,1192.11,,1119.7,18430,5700,2522,9207,3968,2022,,,1215,11257,,,,4374.38,7321.79,3121.87,,
15,S,150,E,,,,3608.13,9620.55,2676.63,,9117.88,14000.82,3803.85,3557.66,7889.7,16128.44,8914.02,9697.63,6246.7,19876.8,8584.12,5260.18,9479.79,14096.9,17948.2,12036.45,15835.05,5522.17,919.95,10399.82,11738,8032.43,14497.19,18068.8,35077.73,12336,16832,11985,7276,14151,817,,,,,,,4365,,,,
15,S,155,E,,,,1202.72,8487.77,1114.32,,1386.64,3924.27,,,5531.74,14714.72,6568.18,3676.09,,10890.23,4312.64,3941.63,3577.16,8091.1,9046.09,11543.18,22713.12,24286.34,879.82,10913.31,26034.67,19482.79,18449.72,23666.95,34863.83,10405.95,18307,6148,10189.55,11851,,29674,9406.83,5179.98,11865,10741.87,28559,23788,35154.71,7843.44,29542.86,14776.23
15,S,160,E,,,,4023.51,27370.9,2460.87,2507.67,974.97,3832.75,1023.57,,7161.92,20778.69,5070.91,6906.28,,6781.04,9868.83,7487.21,1577,8497.19,14190.94,9283.04,24584.7,17931.49,2818,4089.8,22353.54,17957.59,21326.26,14512.85,21419.12,27616.67,12366.96,7785,14663.33,17148,1535,32160,13213.45,52087.31,24640.82,10710,47655.19,47812.69,38329.34,26222.52,31627.22,28388.26
15,S,165,E,,,,,9974.37,4014.94,2986.54,1081.27,,,,1143.33,4351.07,,4940.5,,1893.3,5100.26,,3202,4115,13201.49,5144,5756.73,5964.71,2539.2,2096,5944.6,13559.99,9628.57,1886.98,4359.93,10059.35,3608.06,7449,2005,,1256,18988,8114,1287,2623,1040,1798,11283,13360.92,9934.57,4276.53,13218.43
15,S,170,E,,,,,,6975.63,6613.36,7745.58,,3689.67,31776.78,21013.82,3100.89,,2829.97,,9304.58,2293.31,2535.49,8141,1017,8551.26,2700,8036.27,13779.45,1673.2,5652,,11418.4,11897.85,11501.23,12134.26,15996.59,8479.09,5564,4169,2626,8983,26688.78,10646,19719,9915,,1923,16547.61,13157.45,22952.89,11041.68,25558.49
15,S,175,E,,,,,,4864.65,,1032.5,2443.81,3303.92,14638.45,10042.19,,,7459.88,928.11,12963.32,8835.09,4775.8,7615,12060.29,1673.48,827.8,3295.19,5674.1,1514.54,2441.24,1424.79,9080.36,5138.98,9030.45,5222.66,5565.93,3523.89,2022,7942,5764,2406,14235.9,17204,15308.51,4907,,926.11,5960.65,7723.86,17513.32,13944.74,13128.8
15,S,180,W,,,,,,,,2896.2,,1154.42,2745.63,4084.12,,3198.47,3980.35,1732.02,2166.54,3313.42,2021.88,,1351,2264.04,8179.8,1796,,2268,8857.51,6684.35,2003.91,2219.52,13661.17,5866.27,8114.79,951.11,3330.92,,1517,1175,6221.58,,,,,,1844,,,1316.52,
15,S,175,W,,,,,,,11010.84,18636,10789.71,5481.33,1911.09,7933.31,3116.81,,3215.16,8791.77,12763.07,10088.1,1777,11293.87,6606.22,2934.34,2362,13490.66,,5216,7971.09,6803.49,6689.82,7678.68,7421.2,9625.12,17534.18,10590.26,13037.62,6515,5345,5963.53,9062.76,,,25341,,2357.06,10265.32,21925.99,26996.95,67810.72,78356.63
15,S,170,W,,,,,,,2345.59,6015.6,12564.62,6657.81,1510.43,,2335.34,918.85,14684.52,10613.66,42727.56,6521.6,2936.27,8012.36,4268.34,9234.95,3539.16,4453.42,,11195,5152.63,4188.27,7325.99,5905.62,10441.85,4987.16,6976.72,13600.75,12729.48,1605,3048.25,1642.68,6996.3,,8997,,,2362,5100,,,,
