LAT,LAT_D,LONG,LONG_D,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
40,N,175,E,,,,,33.058,48.59,70.325,171.819,134.937,176.308,53.598,272.437,221.995,149.108,88.901,84.746,184.836,7.18,133.254,
40,N,155,W,,,,,,,,85.072,,,,,,,,,,,,
40,N,160,W,,,,,279.897,,25.679,106.037,,,,,,,,,,,,
40,N,165,W,,,,,264.814,35.269,40.227,198.2,,13.674,49.21,,,,,,,,,
40,N,170,W,,,,51.479,253.87,104.772,,,5.964,29.747,,,,,,,,,,
40,N,175,W,28.131,,199.598,,30.614,40.465,,,15.653,96.544,,93.674,58.811,,,54.108,,,,
40,N,180,W,2737.855,,,,,,,,26.365,109.723,,,55.273,20.552,,,202.824,,,
45,N,140,E,,,,,,,,,,,,,,,,,,,,
45,N,145,E,,,,,,,,,,,,,,,,,,,,
45,N,150,E,,,,,,,,,,,,,,,,,,,,
45,N,155,E,,,,,,,,,,,,,,,,,,,,
45,N,160,E,,,,,,,,,,,,,,,,,,,,
45,N,175,E,,,,,,,,,,,,,,,,,,,,
45,N,160,W,,,,,,,,,,,,,,,,,,,,
45,N,175,W,,,,,,,,,,,,,,,,,,,,
50,N,170,W,,,,,,,,,,,,,,,,,,,,
5,S,115,E,,,,,,,,,,,,,,,,,,,,
5,S,120,E,3629.592,5524.956,4094.784,5543.724,5172.72,5620.356,5211.408,4898.616,5196.576,6888.276,4124.004,4690.152,5062.836,5980.788,7411.872,6241.788,7318.74,5724.912,5953.632,8537.4
5,S,125,E,5444.388,8287.416,6142.188,8315.568,7759.08,8430.528,7817.1,7347.912,7794.876,10332.42,6186,7035.216,7594.236,8971.2,11117.82,9362.664,10978.116,8587.344,8930.448,12806.1
5,S,130,E,1828.811,2762.46,2047.404,2771.844,2586.372,2810.16,2605.704,2449.308,2598.288,3444.144,2062.008,2345.064,2531.4,2990.412,3740.05,3120.876,3712.27,2862.432,2976.804,4268.7
5,S,135,E,,,,,,,,,,,,,,,662.767,175.749,404.245,,,
5,S,140,E,39.31,,,,,,,,,,,,,,128.506,,39.498,1477.093,877.608,509.878
5,S,145,E,75.229,,,,,31.401,,172.786,44.782,,,,,,164.066,139.192,962.491,797.489,453.895,572.328
5,S,150,E,,,,47.701,,165.045,114.756,131.999,126.946,,,,,102.501,78.631,227.665,1104.797,425.912,87.949,119.849
5,S,155,E,93.742,,,,,104.097,222.446,94.103,50.639,,111.763,,,172.552,167.516,67.021,602.854,229.93,54.65,163.135
5,S,160,E,250.768,253.751,472.31,652.801,248.902,1017.477,876.134,2708.754,965.529,1649.119,1453.906,1233.086,1480.607,854.701,2474.423,651.05,2627.855,2333.325,1581.69,3982.786
5,S,165,E,473.556,630.102,911.752,1387.944,150.89,1506.652,620.095,1778.241,1027.771,579.322,674.008,494.976,365.131,732.958,1165.547,577.079,1321.827,1082.257,696.189,1302.219
5,S,170,E,1178.355,1298.164,1483.486,610.276,150.634,3490.488,1390.778,4341.125,1707.977,957.421,1086.244,573.038,728.208,595.959,1587.915,1440.489,2629.33,3822.464,1173.752,2302.339
5,S,175,E,888.462,880.133,198.365,472.321,343.621,1453.736,829.057,2071.117,1569.848,1485.643,1489.873,1146.988,1507.322,1199.717,1522.074,2207.595,1441.519,2341.619,740.595,2792.297
5,S,155,W,984.185,2615.786,2625.902,505.887,3348.418,5231.123,3704.119,3390.155,1242.673,8235.933,1255.276,9047.271,8419.416,4649.737,2795.68,3272.09,4062.241,3845.136,4088.657,3332.75
5,S,160,W,389.593,1140.425,2838.694,924.961,2666.506,4136.198,2496.947,2989.842,286.421,2901.675,745.143,1509.003,994.135,1976.427,1507.101,1466.746,2208.392,1836.757,2178.338,2059.177
5,S,165,W,339.676,778.496,1280.362,1838.642,1311.815,1883.642,476.474,2165.093,559.987,4218.097,733.587,1404.249,1304.828,1490.625,1373.175,589.094,1352.443,1476.799,1266.37,2018.879
5,S,170,W,702.21,833.995,2479.281,2360.331,1088.095,1941.81,479.521,1652.077,589.544,3520.736,1506.607,1782.032,1964.411,2047.263,2898.131,1232.172,2721.236,1863.835,1097.247,3388.067
5,S,175,W,493.507,836.354,1426.325,1415.597,507.1,848.298,25.475,1269.738,708.069,2487.761,1574.5,1181.392,1811.115,1736.705,3108.885,1337.29,1970.454,1472.749,1020.912,5027.076
5,S,180,W,976.106,450.273,350.252,1352.211,416.471,1137.507,465.209,904.661,1248.644,1922.495,1820.812,1090.991,1155.108,1211.254,1670.194,1137.443,950.67,1722.555,755.944,3453.868
10,S,110,E,,,,,,,,,,,,,,,65.964,,,,,
10,S,115,E,,,,,,,,,,,,,,,18.776,,,,,
10,S,120,E,,,,,,,,,,,,,,,,,,,,
10,S,125,E,,,,,,,,,,,,,,,,,,,,
10,S,130,E,69.235,,,,,,48.544,,,,,,,,,,,,,
10,S,135,E,641.902,,,,,108.529,1446.499,2070.88,,,,,,,,,,,,
10,S,140,E,,,,,,,,,,,,,,,,,,,,
10,S,145,E,68.804,,94.04,86.237,90.435,80.995,615.147,406.869,352.671,759.209,54.093,194.561,508.883,265.961,339.606,522.107,829.376,1033.218,211.816,244.8
10,S,150,E,1050.019,,,,101.481,266.568,435.785,688.665,226.659,,113.396,385.002,605.119,762.893,408.588,739.584,1936.462,807.422,415.268,193.485
10,S,155,E,1642.102,,1153.143,548.138,170.888,56.856,,645.454,1572.227,784.88,1420.856,2189.439,2509.397,3323.608,5499.871,4397.986,3603.186,2985.279,1539.243,4356.958
10,S,160,E,2269.354,623.505,1442.434,369.617,2404.721,150.125,104.764,1308.475,2145.153,928.303,3652.814,3330.982,3646.902,3246.648,3739.557,2394.829,3350.31,2544.7,2127.438,5086.083
10,S,165,E,895.475,714.936,1157.755,1275.355,1150.009,2490.724,498.672,2206.263,1575.602,1832.125,2314.587,1968.278,1818.011,1153.33,2414.627,3237.268,3030.183,1757.567,2508.135,3576.644
10,S,170,E,1324.049,400.315,396.97,2296.455,536.667,3374.352,1837.811,4455.528,2076.943,2771.211,5094.502,1218.571,1349.422,1010.722,2408.111,1829.271,2166.153,2601.855,3984.54,2162.653
10,S,175,E,,,,864.633,106.154,1061.855,1283.061,2091.256,168.31,573.615,1926.243,156.064,1325.397,651.028,1663.658,2937.96,861.26,1934.914,2505.038,1106.849
10,S,135,W,3444.062,2836.504,1892.472,2595.277,2042.268,4389.193,6952.904,3853.926,5561.613,5373.545,4258.474,4174.803,2991.036,2000.891,1950.388,3969.071,4052.055,2522.247,3478.129,1241.537
10,S,140,W,2836.703,1864.424,1558.456,913.699,1841.015,3180.515,2766.321,2853.279,3520.21,2802.754,1851.98,942.784,515.416,916.58,751.911,894.974,901.531,1406.625,424.325,1345.709
10,S,145,W,936.898,1127.914,1193.779,1053.309,1600.001,2129.99,2225.403,1629.076,2141.526,1081.084,954.238,551.284,316.221,491.056,363.485,165.44,195.991,546.214,565.836,579.497
10,S,150,W,1496.712,1514.718,2056.457,3492.981,3207.414,3056.484,6430.42,4299.21,8295.472,4245.021,2823.804,1657.756,2200.934,1880.648,725.393,1069.897,2272.849,3039.004,3242.002,3296.491
10,S,155,W,838.603,480.092,1251.957,3567.558,3111.693,2808.385,3412.337,4724.163,2914.918,5816.351,2633.929,7415.429,3898.546,4050.16,5789.984,6217.848,2653.544,4089.16,4664.564,3849.362
10,S,160,W,178.417,186.758,885.839,1232.134,1282.218,1503.521,1285.641,2660.738,1002.015,1764.719,5759.149,1692.132,1309.018,2286.61,1201.76,1550.852,2029.08,3643.928,1537.697,948.819
10,S,165,W,211.681,269.142,251.126,1837.029,150.536,772.386,553.901,1719.27,805.806,2393.332,1047.728,1060.558,2539.651,1346.363,3381.525,1780.397,1675.898,2800.486,1573.111,2181.188
10,S,170,W,641.044,369.578,226.241,2709.897,131.404,735.731,499.163,1552.085,1670.021,2653.061,1208.585,1735.521,2468.401,2385.607,1875.301,2676.017,1932.795,2830.987,1370.97,2519.798
10,S,175,W,853.922,301.271,174.411,971.904,39.764,170.235,539.672,1034.49,188.689,739.813,527.908,273.329,815.96,975.924,1365.299,1949.992,1311.968,1367.582,1053.577,1525.543
10,S,180,W,652.515,267.888,375.324,2276.746,29.544,1515.819,1468.605,2122.747,900.606,1172.219,2201.812,467.708,2060.446,1192.624,2311.906,2699.643,1824.829,2881.319,2875.292,2498.189
15,S,140,E,,,,,,,,,,,,,,,,,,,,
15,S,145,E,474.176,167.215,,,230.085,170.489,408.271,373.242,1390.87,1188.235,996.443,1645.087,529.161,239.984,875.517,456.34,180.822,1136.414,465.065,894.193
15,S,150,E,,,,,,89.429,141.365,253.217,814.854,2346.421,2352.468,1998.347,1500.408,1138.191,2151.315,2571.257,1756.026,2492.224,718.735,821.929
15,S,155,E,3171.886,513.629,1137.362,1032.601,285.699,210.592,287.697,497.641,1760.389,1808.656,1196.388,1996.788,3725.239,4982.953,5221.607,8601.366,5581.34,4005.285,3687.622,7719.84
15,S,160,E,2599.409,1925.279,1278.665,1723.043,918.201,371.887,547.702,1600.182,3786.249,2288.58,3470.395,4237.604,2881.249,2772.975,5274.412,6914.851,4623.224,3169.759,5265.311,6209.243
15,S,165,E,645.772,552.891,152.435,672.201,64.023,824.954,701.154,1477.77,1177.584,1126.684,3127.736,6083.746,2719.312,10831.214,2359.377,5773.877,2226.546,4508.638,2802.716,2000.22
15,S,170,E,470.841,1329.635,419.43,1275.168,302.371,649.53,916.37,3578.248,1817.09,3718.512,5570.392,6512.985,4147.901,4564.027,16191.527,8144.655,3401.424,2559.243,3249.239,3144.317
15,S,175,E,396.962,1050.109,808.479,617.747,338.749,1717.14,1935.821,1965.121,1192.712,2581.745,2507.328,2158.17,1812.901,807.24,1594.515,1495.599,1061.796,2270.828,1082.958,1233.079
15,S,135,W,1729.781,1126.594,1372.275,4905.737,2453.59,2416.261,3643.967,3293.016,4454.119,3487.867,3443.694,2743.111,1456.873,1233.734,905.962,4694.608,3630.636,4550.296,5616.742,3913.769
15,S,140,W,658.089,792.603,226.703,1081.038,763.505,813.799,192.596,750.804,564.369,319.972,248.688,429.168,429.938,104.531,346.096,373.967,383.299,358.115,1351.164,516.777
15,S,145,W,404.325,1136.362,557.219,1730.426,1155.627,2667.757,2531.577,4059.194,2488.934,1682.668,1587.559,1555.301,1873.668,989.646,1371.118,1273.622,850.186,491.925,1175.36,1631.781
15,S,150,W,258.927,325.184,1595.997,3336.908,929.648,2160.904,3173.883,3851.886,2965.693,1371.109,1008.648,1042.647,1623.108,652.506,1278.227,1366.822,1144.614,1441.175,1386.099,2566.292
15,S,155,W,172.795,,,267.222,33.308,,247.754,1176.489,661.988,267.502,99.992,1408.83,1052.013,477.323,1251.077,1633.877,1252.012,1829.884,838.947,871.403
15,S,160,W,,365.124,809.792,110.456,241.624,475.342,511.262,3269.551,1306.324,672.345,492.84,1397.997,1601.018,597.588,4488.921,2681.132,3535.349,8918.724,5217.857,5297.426
15,S,165,W,,,,,,,,178.775,484.048,774.372,2134.845,1960.554,2200.265,1508.31,2736.137,2520.705,3894.833,3183.615,3584.808,1952.356
15,S,170,W,,,,,,179.015,2574.097,5398.783,3233.743,3228.27,2870.904,4519.716,4839.026,3556.009,4725.661,4306.346,2409.015,5154.677,3628.423,2756.633
15,S,175,W,2043.45,2356.2,5794.759,6931.425,7206.413,793.97,7981.747,7709.857,4001.768,3532.172,2847.438,4115.557,5949.127,4258.97,5183.576,4854.251,2975.121,3307.631,2851.157,2437.868
15,S,180,W,,,93.138,,75.393,42.631,39.085,,,46.008,122.672,,156.63,23.307,102.918,84.866,320.939,328.108,252.306,37.203
20,S,140,E,,,,,,,,,,,,,,,,,,,,
20,S,145,E,,230.97,71.199,233.932,,56.699,154.254,,58.394,,,,,,,,,,,
20,S,150,E,,847.545,692.962,,,,220.515,,,,155.103,776.621,196.731,161.353,424.076,134.74,,241.416,67.372,39.471
20,S,155,E,810.544,117.307,265.161,148.31,,,258.023,366.329,591.905,502.652,326.792,1113.692,754.24,825.393,1179.841,2178.218,1559.761,693.15,493.291,1100.161
20,S,160,E,1289.885,465.009,,419.773,469.61,977.734,1172.881,1174.071,846.28,912.036,1022.003,881.842,1345.676,1211.381,1081.595,2384.137,1396.756,1603.806,1694.86,1760.025
20,S,165,E,1668.122,321.675,607.9,412.762,1225.6,2305.021,1180.25,1887.082,2707.662,1301.743,1908.393,3169.294,2564.514,1800.098,999.262,5068.951,4186.371,5136.641,3404.514,2503.851
20,S,170,E,4781.962,2834.067,2215.263,999.797,2430.792,6099.989,4421.281,3807.229,3888.843,5961.017,7367.318,8196.677,5843.986,14134.415,17139.236,7787.219,5627.753,5606.731,4938.962,5021.855
20,S,175,E,1990.836,2107.353,1849.498,2369.811,1923.568,3884.374,3381.53,3020.057,2653.615,2581.258,3416.958,4061.428,3259.214,3031.322,2669.246,3124.717,2829.322,2841.835,2559.135,3591.868
20,S,135,W,,222.843,1011.017,1636.257,1092.696,405.975,1246.918,645.409,1150.025,387.476,107.494,234.718,245.891,331.437,809.787,1817.274,1200.329,2084.119,2978.192,2674.43
20,S,140,W,,,,,,,,,,151.816,58.644,,,,28.121,,24.164,65.934,205.058,231.586
20,S,145,W,128.499,292.685,70.852,,90.34,111.873,43.57,,101.566,280.321,53.58,28.606,27.977,364.283,703.826,538.771,718.24,736.684,466.829,504.057
20,S,150,W,634.164,857.489,980.107,830.874,968.267,596.874,918.286,610.045,910.785,828.284,511.334,471.01,773.619,879.074,1015.439,1343.419,1389.072,1670.268,1734.459,1783.606
20,S,155,W,868.605,1139.797,1349.921,1231.257,1371.826,510.908,987.347,799.967,886.49,831.407,354.189,587.733,930.823,673.028,610.812,887.89,898.009,1355.02,1333.509,1204.644
20,S,160,W,,,134.59,,33.926,42.251,95.976,424.229,,22.722,,,59.577,,69.482,38.532,706.037,999.158,638.145,54.931
20,S,165,W,,,,,,,,20.264,187.692,101.331,46.499,66.449,,125.222,164.641,107.767,1287.92,1220.961,1378.13,27.581
20,S,170,W,,102.965,,,,,187.013,684.891,885.195,539.902,67.796,395.979,375.644,328.277,450.066,355.726,903.784,682.159,2090.582,81.092
20,S,175,W,309.04,122.24,431.188,2895.756,678.241,296.251,197.866,631.158,2211.977,1183.364,465.595,813.135,1213.021,434.966,536.973,440.612,980.921,1314.416,1879.943,532.368
20,S,180,W,506.087,966.559,540.317,430.171,415.092,667.167,644.921,1836.699,831.034,995.758,738.591,1208.305,1468.562,814.055,1506.518,1739.419,2776.413,2435.979,2312.64,827.876
25,S,140,E,,,,,,,,,,,,,,,,,,,,
25,S,145,E,,,,,,,,,,,,,8.046,,,,,,,
25,S,150,E,322.183,116.856,123.182,285.113,247.443,301.276,906.53,751.34,436.42,248.819,367.172,618.741,280.764,390.434,306.05,421.067,140.038,60.412,455.798,450.646
25,S,155,E,197.214,325.938,657.573,210.823,195.221,88.709,749.238,182.613,464.505,286.432,503.656,916.833,306.718,468.682,169.861,172.243,546.732,702.881,572.978,374.87
25,S,160,E,184.422,42.031,188.525,290.88,530.278,512.651,378.154,401.719,500.668,685.611,297.52,170.001,629.148,943.764,788.02,888.627,692.468,696.28,787.392,1375.262
25,S,165,E,461.901,113.382,,792.374,746.752,724.927,214.607,270.923,1154.229,743.606,1196.931,635.254,735.408,470.734,469.137,1012.706,745.657,812.992,794.192,706.268
25,S,170,E,309.978,537.805,365.919,631.134,89.072,780.893,1210.935,860.89,1687.861,1150.465,1334.55,1134.607,854.276,982.257,624.441,1412.768,1323.253,1198.511,878.6,1540.744
25,S,175,E,869.742,823.7,1135.298,1321.755,1214.881,945.555,3524.015,1643.832,3044.167,1737.323,1730.372,2361,1026.234,1315.712,1253.113,2092.067,1332.037,1199.192,925.877,1331.977
25,S,135,W,,,,,122.438,143.856,,,59.178,17.4,,,,,,,,315.723,35.612,369.572
25,S,140,W,59.751,,,,,,,,,14.439,,,,17.641,,,27.409,,69.339,
25,S,145,W,,,,,,,,62.242,96.308,105.238,,,,,,,22.638,25.158,33.794,62.916
25,S,150,W,,,,,55.377,55.411,,9.37,169.203,45.261,111.192,35.812,179.055,295.977,211.801,116.261,171.993,143.193,225.439,253.266
25,S,155,W,,,,,49.662,,,,,194.317,,,36.076,171.503,,146.964,44.501,22.399,163.283,112.53
25,S,160,W,,,,,,,,32.924,454.611,172.343,81.508,,,,,,,69.143,49.318,50.58
25,S,165,W,,,,,,37.606,57.308,152.063,391.934,253.425,167.422,339.759,372.107,88.545,,,,194.488,301.975,381.506
25,S,170,W,51.232,38.479,192.517,163.698,,32.303,115.489,531.253,49.983,,21.235,,102.528,,,,,355.85,339.929,66.228
25,S,175,W,161.808,,437.071,516.869,158.075,403.421,920.612,311.508,227.222,140.341,218.208,153.624,172.115,58.548,,84.979,144.32,433.171,652.284,494.36
25,S,180,W,,,119.451,305.67,868.004,544.74,487.525,522.95,634.648,372.609,496.697,409.483,418.793,487.164,327.644,214.97,533.737,785.099,833.614,746.471
30,S,145,E,,,,,,,,,,,,,,,,,,,,
30,S,150,E,495.655,785.12,1367.578,1165.043,891.218,805.165,1556.207,1600.369,1563.997,1427.596,1360.098,755.788,909.314,1138.1,704.321,353.91,595.513,347.196,282.018,570.915
30,S,155,E,1135.849,1365.289,2583.348,2013.524,1977.935,1974.396,1715.277,2469.008,2307.364,1244.141,1565.926,2206.956,1843.932,1551.162,1324.421,770.354,1516.795,1208.981,1196.097,1520.237
30,S,160,E,1402.179,2070.269,1555.411,2862.597,1797.951,1842.04,1867.116,3757.942,2664.205,2959.258,3343.393,1776.374,1072.95,305.812,744.814,1582.731,1024.562,785.059,1812.112,1410.255
30,S,165,E,,,326.582,199.839,163.864,,,135.773,,76.171,191.794,50.29,60.411,,,,,130.333,61.579,533.357
30,S,170,E,1076.266,676.168,620.448,1128.962,1148.007,757.952,1339.252,1294.452,730.315,560.813,2021.524,786.9,1039.328,906.851,1349.32,4382.035,1321.145,1432.095,604.137,1048.328
30,S,175,E,702.262,606.353,450.461,117.193,229.891,275.991,412.563,1679.684,1245.932,658.574,1514.798,1427.598,700.619,737.39,1473.819,2042.235,789.037,741.242,568.95,1167.814
30,S,135,W,,,,73.682,45.135,28.692,262.72,162.07,85.235,40.738,,,,223.043,88.074,56.005,350.157,666.505,700.897,772.79
30,S,140,W,,93.473,,,147.159,84.973,495.257,337.653,232.592,68.512,29.072,48.656,452.524,247.217,177.228,67.849,1075.278,264.936,295.374,1164.547
30,S,145,W,,,,,,,,,,,,22.4,,,,,,,,47.313
30,S,150,W,,,48.385,,,126.366,,44.549,,126.993,,73.16,,,,,112.819,20.06,183.643,143.79
30,S,155,W,,,96.794,524.028,249.487,41.033,379.33,380.154,507.562,380.787,206.282,624.059,665.081,135.247,701.666,1346.209,404.218,222.573,973.483,838.949
30,S,160,W,,,324.225,224.217,294.425,689.206,1268.751,563.414,628.591,635.063,505.025,762.819,719.889,259.005,730.331,1097.515,566.867,324.744,1153.494,906.203
30,S,165,W,109.529,198.621,394.263,361.932,332.906,284.611,517.491,795.754,1441.441,1178.022,985.536,974.803,911.137,353.979,1146.253,873.218,376.072,484.538,778.818,363.663
30,S,170,W,477.581,381.728,660.578,349.26,43.588,432.212,983.747,935.403,1089.372,1734.597,747.349,683.266,415.619,521.054,584.761,907.329,345.98,984.753,673.882,592.111
30,S,175,W,340.198,241.937,445.589,157.895,31.445,415.11,370.729,1666.931,1212.028,2227.573,1654.029,1228.994,579.066,389.959,1018.533,4408.325,601.526,728.768,471.943,948.446
30,S,180,W,,,,57.18,77.207,,,226.041,545.603,182.44,189.572,86.259,83.095,,,327.101,648.614,272.243,92.955,363.003
35,S,150,E,1533.747,1187.603,667.695,612.109,643.428,1196.43,1298.813,1523.874,1109.619,1261.162,485,234.471,426.009,662.62,289.566,499.988,792.46,597.046,280.786,325.957
35,S,155,E,1697.863,905.369,1014.383,,89.472,61.738,98.258,205.018,243.672,267.301,69.532,,,,,,,,210.592,
35,S,160,E,413.977,584.424,636.765,1028.405,442.5,553.079,266.232,771.999,850.224,2661.533,1154.469,295.449,589.962,369.355,878.006,365.948,352.452,1688.54,1227.634,1017.765
35,S,165,E,137.04,389.269,832.698,1132.86,202.116,268.908,,589.059,582.678,651.659,483.294,333.381,85.172,444.914,203.452,64.996,108.528,126.627,139.036,593.548
35,S,170,E,,42.903,,126.401,250.12,801.811,1371.159,771.533,803.932,755.076,461.342,210.22,277.134,346.193,270.034,75.737,330.977,407.629,271.989,87.5
35,S,175,E,,,,404.24,892.845,888.027,777.851,237.573,223.982,103.125,308.419,,417.943,344.635,396.107,169.113,495.397,374.217,317.274,148.18
35,S,135,W,352.94,79.476,138.631,43.526,,68.862,902.72,343.179,203.694,192.032,19.725,223.686,153.763,181.619,24.097,854.322,651.059,591.377,325.823,176.803
35,S,140,W,,29.17,137.689,270.262,76.563,154.621,,1338.573,298.751,168.216,84.718,108.558,171.766,246.645,24.251,481.306,156.424,268.055,42.18,184.97
35,S,145,W,,,116.501,,,,34.109,306.917,338.225,66.372,,27.896,227.993,355.666,72.718,247.634,169.432,46.488,49.517,83.192
35,S,150,W,,,226.794,232.126,93.773,25.966,206.38,479.553,346.639,167.114,37.047,103.349,326.838,136.188,29.867,343.32,195.865,,133.761,322.347
35,S,155,W,,106.173,169.715,,78.42,,105.012,47.236,377.786,531.722,108.001,200.654,220.538,238.879,184.315,426.973,170.859,29.422,274.874,751.347
35,S,160,W,,256.91,382.318,,35.178,,60.11,47.529,313.91,353.77,160.132,358.86,332.777,259.705,168.097,723.414,268.326,,50.128,147.549
35,S,165,W,,168.155,,,101.287,,49.726,125.189,698.585,514.3,539.929,490.327,638.65,253.172,146.404,422.835,51.946,,43.834,32.455
35,S,170,W,,,,,,25.58,,497.194,551.816,382.306,666.93,692.318,919.223,106.124,138.365,,23.711,,,
35,S,175,W,,,,,,,,68.138,330.43,41.694,409.025,1295.803,845.872,579.298,267.865,34.87,118.26,120.441,154.74,
35,S,180,W,,,,,,,,,,,,,,,,,,,,
40,S,140,E,,,,,,,,,,,,,,,,,,,,
40,S,145,E,,,,,,,,,,,,,,,,,,,,
40,S,150,E,854.218,1205.252,2613.896,2188.17,1141.498,861.616,1101.887,905.265,600.534,898.011,881.036,407.997,179.182,358.13,372.565,386.836,159.672,302.269,944.432,228.921
40,S,155,E,2236.74,2473.495,2855.619,2565.371,1728.239,1358.858,1340.111,913.567,1727.498,2851.978,2692.145,805.938,657.496,1084.978,6811.608,4011.6,5075.526,5445.63,10017.901,9994.89
40,S,160,E,863.415,1426.524,1293.53,1568.247,569.079,812.185,646.057,724.501,166.165,637.978,801.975,320.007,33.157,,237.347,816.057,110.808,384.293,2101.046,1907.539
40,S,165,E,,153.65,517.948,327.193,317.46,134.467,,68.094,246.696,,,43.166,,,,,,,,
40,S,170,E,,,,61.374,654.188,249.808,574.648,452.72,123.715,30.725,,,,,,,,,,
40,S,175,E,1072.852,1661.539,1227.728,2403.657,3233.482,1814.407,2260.501,1999.535,1974.526,1659.563,993.594,1225.674,862.007,1533.692,976.949,1399.785,1411.354,1311.053,1448.77,1667.239
40,S,135,W,,,,,,,48.523,342.56,45.886,340.881,71.924,25.215,,,,,,,,
40,S,140,W,,,,,25.276,24.846,279.055,32.38,33.369,260.812,122.979,200.849,,1016.857,66.821,,,,,
40,S,145,W,,220.695,135.963,359.965,475.147,78.775,56.719,,,288.739,75.147,157.281,,,77.043,,,,,
40,S,150,W,,433.078,368.88,125.081,578.145,420.945,368.566,,,345.587,125.466,61.478,,,206.548,,,,,
40,S,155,W,,349.9,190.658,,96.156,36.087,35.179,,,360.442,233.768,46.475,687.971,,215.14,,,,,
40,S,160,W,,,52.774,,,,,,28.852,680.506,717.804,170.561,151.731,,40.97,,,,,
40,S,165,W,,,,,,,,,446.594,374.529,331.039,98.25,,,,,,120.739,,
40,S,170,W,,,,,,,,82.401,316.888,192.608,,,221.642,,,,,,,
40,S,175,W,,,,,,,,,41.341,,,,,,302.424,,,,,
40,S,180,W,,,,259.911,,279.16,77.524,,84.935,39.577,,,,,,,,1203.164,903.373,
45,S,140,E,,,,,,,,,,,,,,,,,,,,
45,S,145,E,1481.912,301.74,233.929,289.661,133.136,,,,50.992,,,,,,,,,,,
45,S,150,E,35.489,179.695,1019.499,1512.057,1842.16,1244.608,3756.364,1971.36,742.37,1391.048,1115.772,114.928,361.189,149.19,113.696,34.204,155.832,189.156,105.302,279.034
45,S,155,E,,,,559.443,1031.473,428.65,574.17,169.241,,81.762,148.111,,152.913,36.206,52.37,1475.049,283.344,686.313,1080.816,3573.876
45,S,160,E,,,,,,,,174.773,,42.394,,,,,9.353,,12.055,,,269.54
45,S,165,E,189.151,57.962,183.935,269.064,408.882,310.997,161.792,198.856,141.87,303.01,70.622,70.925,70.617,220.815,98.552,71.721,86.735,266.682,282.705,291.31
45,S,170,E,221.059,,,,,,,,,,,,,,,,,36.056,,224.64
45,S,175,E,,,,,,90.202,356.929,746.893,1122.259,656.38,49.196,,,,,,,,,
45,S,135,W,,,,,,,,53.865,164.647,137.533,28.351,84.394,,,,,,,,
45,S,140,W,,147.679,,,,,,117.969,170.493,171.202,40.088,135.261,,,,,,,,
45,S,145,W,,,,,,15.81,,11.052,36.636,87.549,,106.538,,,,,,,,
45,S,150,W,,111.876,29.747,,26.629,122.324,,216.69,,45.116,,59.572,,,,,,,,
45,S,155,W,,,,,,91.992,,,,,,39.718,,,,,,,,
45,S,160,W,,,,,,,,,,29.247,,,,,,,,,,
45,S,165,W,,,,,,,,,,51.187,,,,,,,,,,
45,S,170,W,,,,,,,,,,19.984,,,,,,,,,,
45,S,175,W,,,,,,,,,,,,,,,,,,,,
45,S,180,W,,,,,,,,,,,,,,,,,,,,
50,S,145,E,,,,,,,,,,,,,,,,,,,,
50,S,150,E,,,,,,,,,,,,,,,,,,,,
50,S,155,E,,,,,,,,,,,,,,,,,,,,
50,S,160,E,,,,,,,,,,,,,,,,,,,,
50,S,165,E,167.443,77.63,88.663,104.305,390.728,172.059,75.121,111.572,110.952,96.475,37.708,18.332,18.731,62.917,9.729,12.448,21.24,,,
50,S,170,E,,,79.457,26.928,55.722,17.14,4.967,,,,,,,,,,,,,
