,,,,Hundred Hooks,,,,,,,,,,,,,,,,,,,
LAT,LAT_D,LONG,LONG_D,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
35,N,140,E,9829.09,8070.69,8199.54,12892.21,10102.29,14140.42,17026.76,24380.62,16122.22,27683.72,8429.43,19307.12,31970.63,26073.25,42374.42,13039.12,13276.79,19979.74,15344.76,31045.65
35,N,145,E,32339.42,10989.88,21721.61,32882.22,28266.96,35490.06,37812.77,22688.98,34713.1,13614.63,17213.97,27769.08,69086.19,64974.2,86570.46,33108.32,47061.32,30775.16,24292.72,23969.4
35,N,150,E,60397.23,49524.86,61640.58,78450.45,57240.79,67756.89,62542.25,47167.39,59867.59,56072.69,37316.04,24552.88,103515.37,93139.77,100409.11,40206.41,63855.22,47702.11,56369.21,31814.74
35,N,155,E,48628.07,57990.23,54635.17,48859.31,92352.36,92304.24,65172.08,101903.02,88458.57,150013.51,78035.05,60594.41,89387.5,67022.45,60942.49,97703.53,99537.17,67217.48,73611.51,62003.09
35,N,160,E,59949.39,33759.71,29712.67,12613.19,36553.3,35994.89,29145.03,26069.86,11202.57,12914.69,27250.02,46199.14,33541.26,27815.74,56988.63,39757.87,58350.01,49301.24,16630.96,29619.4
35,N,165,E,8627.8,18737.73,16497.05,32972.57,34649.63,25992.27,16677.87,25436.93,18983.05,26397.78,32307.13,22695.82,29894.65,35852,33018.79,30014.66,33151.2,39663.46,15422.87,2603.21
35,N,170,E,6235.99,9694.91,15840.17,40476.25,32652.62,19946.23,20102.09,17477.35,40133.79,19608.02,31076.89,22566.41,33008.26,17799.75,23135.6,15732.05,18505.79,16637.27,7343.68,4745.38
35,N,175,E,1192.48,882.65,,1803.7,6378.73,3778.02,11219.29,18656.83,37231.92,20630.98,17196.8,25219.93,20059.26,17829.78,17593.46,7550.52,10306.66,1879.61,2535.31,4041.96
35,N,155,W,,,,,6601.98,3611.57,1559.56,6449.62,4194.94,21119.87,3130.18,5394.35,,1296.13,,,,,7958.93,908.26
35,N,160,W,2583.61,,,,6896.17,4780.58,1561.07,2782.06,9754.72,32213.16,19309.4,8732.65,928.65,,2187.87,2848.93,4847.53,8111.17,3276.79,1497.7
35,N,165,W,3827.25,3930.79,3608.09,839.07,5318.29,5839.67,,5756.64,11297.52,22962.3,13626.57,15307.23,6219.32,7781.78,7382,3242.46,9414.79,6861.07,,3984.52
35,N,170,W,17265.12,2030.79,2333.41,6227.85,899.88,1867.77,,5854.18,7500.02,12316.63,8713.35,19579.14,10890.78,4984.71,5979.34,5281.88,9065.79,4022.84,,3894.7
35,N,175,W,4890,,2889.56,2205.2,3290.33,,,,2928.72,5340.79,12725.29,19380.48,12660.6,2950.86,3228.3,6989.17,7010.67,2610.18,,4265.48
35,N,180,W,6163,,1869.81,,,,,,2919.92,6906.2,13396.9,9843.07,1059.43,8363.94,6938.01,1200.92,8537.04,1493.21,,
40,N,135,E,,,,,,,,,,,,,,,,,,,,
40,N,140,E,,,,,,,,,,892.79,919.8,,1012.67,,,,,,,
40,N,145,E,,,,,,,,,,,,,,,,,,,,
40,N,150,E,5575.86,4028.14,6528.28,,,,1741.68,1533.42,4880.51,,,,10974.21,6885.53,14506.18,8804.74,3291.79,8593.47,12926.56,14580.27
40,N,155,E,1585.69,4935.59,,3676.29,1645.35,9435.35,10057.94,2323.21,1670.21,,,,3444.95,4340.45,9572.38,,4387.54,3944.59,2199.82,4879.34
40,N,160,E,,,,,,2058.15,,1591.53,,,1829.48,,925.65,1688.43,7574.77,,2783.25,838.97,2295.06,
40,N,165,E,,,,,,2328,2041.04,1852.8,,,4449.08,5122.53,3460.79,3953.7,10042.22,8211.6,3634.68,3598.86,1512.1,
40,N,170,E,,,,,2705.41,1951.5,2778.1,2950.16,4350.1,,4132.99,18002.67,5247.03,15501.4,1780.82,8923.08,6551.45,10851.54,3741.34,
40,N,175,E,,,,,1199.45,4843.67,4069.68,10369.46,7219.92,6730.33,5687.96,7582.34,7506.22,6671.83,4126.1,3016.35,6876.65,927.49,4411.99,
40,N,155,W,,,,,,,,2587.96,,,,,,,,,,,,
40,N,160,W,,,,,4334.98,,823.81,4148.32,,,,,,,,,,,,
40,N,165,W,,,,,5304.08,1735.54,911.74,7521.02,,882.61,1707.78,,,,,,,,,
40,N,170,W,,,,1115.2,9033.37,1520.66,,,1134.12,2403.8,,,,,,,,,,
40,N,175,W,871,,1314.81,,1211.37,950.41,,,1773.47,3990.41,,1984.75,2042.75,,,2226.06,,,,
40,N,180,W,38941,,,,,,,,821.84,3624.08,,,2121.36,859.66,,,5132.45,,,
45,N,140,E,,,,,,,,,,,,,,,,,,,,
45,N,145,E,,,,,,,,,,,,,,,,,,,,
45,N,150,E,,,,,,,,,,,,,,,,,,,,
45,N,155,E,,,,,,,,,,,,,,,,,,,,
45,N,160,E,,,,,,,,,,,,,,,,,,,,
45,N,175,E,,,,,,,,,,,,,,,,,,,,
45,N,160,W,,,,,,,,,,,,,,,,,,,,
45,N,175,W,,,,,,,,,,,,,,,,,,,,
50,N,170,W,,,,,,,,,,,,,,,,,,,,
5,S,115,E,,,,,,,,,,,,,,,,,,,,
5,S,120,E,115003.16,192114.49,154110.29,202347.87,207166.99,240455.96,228905.77,252807.02,242861.1,317916.97,151879.48,185029.27,239678.5,264846.59,354203.01,310743.31,324920.3,280898.01,234848.53,359822.63
5,S,125,E,172504.74,288171.74,231165.4,303521.8,310750.52,360683.94,343358.65,379210.51,364291.66,476875.5,227819.2,277543.93,359517.76,397269.88,531304.52,466114.94,487380.48,421347.06,352272.78,539733.94
5,S,130,E,58394.58,96057.25,77055.15,101173.94,103583.51,120227.96,114452.88,126403.51,121430.55,158958.51,75939.72,92514.65,119839.25,132423.3,178139.7,155371.64,163680.85,140449.01,117424.25,179911.31
5,S,135,E,,,,,,,,,,,,,,,22669.86,6526.3,12842.85,,,
5,S,140,E,1003.66,,,,,,,,,,,,,,2467.76,,1049.61,63765.99,36254.75,19196.32
5,S,145,E,2141.14,,,,,823.48,,4259.93,1750.9,,,,,,5011.25,7320.07,31322.65,25374.97,13172.88,11829.47
5,S,150,E,,,,1054.52,,2563.16,3063.47,2758.41,2053.06,,,,,961.15,1301.45,5203.5,28144.78,14450.16,2735.7,3071.24
5,S,155,E,1821.43,,,,,2659.68,9020.48,2866.33,2207.41,,952.41,,,3799.11,5833.22,2058.77,19551.41,9419.37,2089.77,5826.38
5,S,160,E,3784.09,2932.83,6562.32,8738.76,4984.61,18481.85,20541.64,42125.64,26022.21,29058.62,36753.82,25212.14,30686.13,22663.47,49478.13,19227.54,100969.22,83046.41,55758.91,108372.06
5,S,165,E,8124.1,8206.06,13216.68,19726.1,4025.09,17968.2,16105.24,30253.08,30827.61,12339.82,17484.56,11311.33,10623.67,19804.93,25674.55,17706.04,44207.84,28755.5,27450.95,41753.43
5,S,170,E,23009.75,15559.57,19295.3,11881.57,4705.44,41757.26,31532.28,83905.15,55052.98,22206.14,30750.71,13670.21,22239.14,17402.44,34321.54,46224.62,80266.31,95624.08,40473.28,61935.79
5,S,175,E,26791.85,14384.34,4389.21,9623.51,8670.27,25766.2,19722.78,50141.18,48045.23,36438.07,43540.66,28588.97,42561.59,35630.02,37386.02,64940.42,51004.86,72000.37,27334.56,80745.05
5,S,155,W,31535.96,83899.62,45588.38,11335.26,107560.42,142112.01,91358.94,84632.93,33684.46,179966.1,35318.81,204973.9,232807.78,168030.38,72605.43,96528.48,130388.28,128437.43,123910.58,74787.39
5,S,160,W,12785.61,31500.14,41873.5,22154.5,79732.32,104544.69,55551.17,60308.31,6957.72,63153.05,21166.12,33378.28,27020.87,52581.89,40035.45,39572.96,65291.57,56750.16,63881.83,53292.89
5,S,165,W,9113.17,17265.38,20697.55,35438.38,41772.91,41426.15,11716.38,44197.86,14658.29,87550.69,21665.74,28227.01,30948.98,35964.87,34951.75,18267.41,48102.42,47718.19,44960.64,42071.59
5,S,170,W,17160.91,16634.94,41904.09,53894.23,33220.29,44224.52,14559.69,32645.43,15375.06,66471.55,39333.05,40517.89,43125.09,50651.66,66957.74,34290.06,98640.26,70708.18,37384.81,75784.03
5,S,175,W,12989.92,16083.18,26210.78,32292.52,12527.65,19194.51,881.53,27756.56,21062.17,57106.01,40442.3,24035.12,38246.08,42333.42,69122.38,34298.04,61875.76,43786.83,32354.87,107349.27
5,S,180,W,27266.44,8254.39,7769.27,30798.05,12195.7,24803.12,10122.97,20503.39,35631.32,45076.7,48129.31,25965.2,30068.73,33718.66,36880.55,30359.44,31283.67,52916.57,26077.9,90339.32
10,S,110,E,,,,,,,,,,,,,,,3288.83,,,,,
10,S,115,E,,,,,,,,,,,,,,,817.99,,,,,
10,S,120,E,,,,,,,,,,,,,,,,,,,,
10,S,125,E,,,,,,,,,,,,,,,,,,,,
10,S,130,E,5134,,,,,,812.5,,,,,,,,,,922.58,,,
10,S,135,E,64066,,,,,1735.54,83979.17,68639.48,,,,,,,,,,,,
10,S,140,E,2254.11,,,,,,,,,,,,,,,,,,,
10,S,145,E,14676.39,,1856.39,2772.9,3195.81,2206.73,11421.8,9039.85,9033.68,27245.59,2480.8,4402.72,7040.29,4173.81,7367.18,13301.74,17357.5,23260.43,4643.58,3680.53
10,S,150,E,11097.73,,,,3565.66,7718.53,14953.85,15594.55,6336.48,,3344.38,6719.81,11048.57,16554.35,7780.19,20004.9,42956.55,20853.51,9227.04,3288.09
10,S,155,E,28744.32,,28959.53,10741.15,6268.65,1957.21,,11704.67,39842.99,15887.62,23997.28,29716.59,35499.66,47963.73,69636.65,118726.14,103122.31,60249.07,37891.03,143581.85
10,S,160,E,35599.78,10150.15,28790.52,8009.8,88724.59,2089.84,3483.63,62676.47,53340.56,19734.19,73034.28,63208.88,79603.29,73370.19,77081.02,66423.26,136655.64,71524.13,69405.36,187425.06
10,S,165,E,14921.34,11366.78,17892.53,23827.04,34668.69,24076.26,9820.96,40632.91,95317.56,43768.14,54944.27,40005.61,43226.86,30492.76,48594.52,95761.49,128665.2,64873.09,89283.99,109923.96
10,S,170,E,33663.71,6503.6,7037.48,39299.48,16057.37,44035.49,34423.93,118439.71,70535.64,66128.38,121541.71,31706.6,35615.81,29819.76,45691.55,57917.08,82213.04,87029.59,116967.38,72482.21
10,S,175,E,,,,14636.72,2586.05,21603.48,24811.29,39717.69,4505.22,14090.53,41654.42,3012.33,25546.76,14939.23,32363.56,78247.07,30250.43,58723.11,81625.5,31157.23
10,S,135,W,85198.25,78305.61,37282.95,60024.87,63150.96,91085.04,165757.75,89589.48,183424.05,152472.73,134015.44,104896.48,98836.57,58255.37,41858.23,98502.56,137248.62,76954.19,109221.42,33617.6
10,S,140,W,69188.32,47241.34,34207.61,18884.29,56837.6,74610.48,70062.77,57297.11,103214.42,77405.01,55400.09,25398.5,16554.55,21421.26,16925.87,22642.14,33194.8,47701.39,12228.45,41205.33
10,S,145,W,24555.01,28308.85,23181,18186.28,47063.26,49890.55,52136.97,41064.68,61735.6,27214.35,27671.15,14336.63,11374.71,16299.45,8494.62,4852.55,7915.25,17333.14,20813.74,16078.42
10,S,150,W,44448.23,43673.69,39562.05,65851.34,102563.51,83037.22,160895.1,119104.41,197659.99,97764,80206.75,48947.3,62908.92,55152.57,18898.78,34944.5,75291.52,87250.44,105177.76,78999.49
10,S,155,W,25095.7,15738.92,21928.68,65346.05,96477.12,80980.51,87026.4,94618.91,75318.47,104380.27,61199.54,167422.58,93015.91,124559.6,126671.23,166866.05,100578.59,128447.65,118913.99,86964.33
10,S,160,W,5153.27,5219.54,13034.42,23564.67,38346.46,39847.39,24894.11,81817.36,24533.21,32666.93,149587.57,35124.12,33691.39,61267,30706.24,42399.07,59447.74,90503.64,45227.61,22595.28
10,S,165,W,5921.14,5675.7,4886.19,31276.13,5468.24,18562.53,11881.6,32026.14,20536.2,46496.68,24481.25,22184.59,59508.58,32579.94,92677.59,45138.89,45764.3,82567.25,52024.87,60672.59
10,S,170,W,16725.32,7229.39,5274.19,48385.73,4346.39,17657.34,7517.74,30511,38236.18,54562.02,27882.93,37006.96,49585.6,61804.05,43379.31,67540.92,57300.27,74981.72,54107.1,66723.98
10,S,175,W,42649.95,5762.26,3281.38,18984.4,1199.77,5331.31,7775.16,18569.77,5487.95,14758.66,13899.75,5295.73,18097.13,24329.16,27602.69,44149.19,39430.47,39477.63,33307.19,38498.45
10,S,180,W,14135.88,4490.42,6711.86,42039.54,911.12,34134.48,24858.87,73246.76,22510.62,28285.74,48319.3,10739.4,38845.3,29858.44,48251.33,69341.45,60105.27,83842.11,88363.19,63947.31
15,S,140,E,,,,,,,,,,,,,,,,,,,,
15,S,145,E,7321.79,3121.87,,,3844.58,4544.28,7751.65,6714.27,25638.65,25614,26324.41,26715.55,13650.59,5477.05,14682.21,6668.2,5169.02,30277.46,10536.16,14479.08
15,S,150,E,,,,,,2203.76,4377.71,5998.09,16449.68,29679.73,39234.83,33370.44,32317.2,18882.85,31808.25,45070.76,35647.79,55031.16,14699.22,13838.72
15,S,155,E,35154.71,7843.44,29542.86,14776.23,8997.5,3133.39,7216.16,15554.23,38871.6,39853.33,25781.38,33371.49,53818.98,78599.55,84435.13,198604.57,162337.8,93533.95,95092.18,269639.97
15,S,160,E,38329.34,26222.52,31627.22,28388.26,23834.81,8271.55,15971.5,33398.87,82730.31,55302.95,77628.66,86794.48,68876.47,69966.61,112614.71,208769.28,172014.76,120114.11,222359.78,235021.43
15,S,165,E,13360.92,9934.57,4276.53,13218.43,1938.66,25253.6,22501.03,31545.43,32853.07,29762.78,72944.64,128708.39,72062.3,265691.75,61264.55,150983.55,80870.66,193555.06,84146.84,73324.91
15,S,170,E,13157.45,22952.89,11041.68,25558.49,6738,17211.78,32243.98,82557.04,58826.78,94430.18,134341.71,150951.73,113424.25,117855.57,418189.26,245152.1,146165.88,112773.5,113115.72,114714.21
15,S,175,E,7723.86,17513.32,13944.74,13128.8,6502.61,31265.68,46559.82,45348.11,38858.54,67987.77,54960.66,58146.25,48519.59,21342.55,35359.41,42484.37,38833.57,77099.5,36903.33,39818.61
15,S,135,W,43209.27,30372.14,24362.53,106765.41,55524.25,49153.57,69390.7,66542.12,130026.97,82346.58,93644.29,73347.95,41292.3,35704.59,22774.98,121773.55,110996.8,107436.74,140639,98900.23
15,S,140,W,15574.98,15429.28,4964.45,23171.18,20872.54,15233.41,3817.63,17272.94,14247.17,7555.57,8541.09,13197.55,14222.45,4203.03,8488.67,10588.46,12219.22,9526.55,21234.65,11789.54
15,S,145,W,8858.82,21659.25,10275.38,21786.3,26533.85,39193.34,45933.09,61481.56,62577.88,59047.17,60049.3,58254.74,52222.94,37654.27,36506.09,38038,26517.71,14165.74,25648.52,34274.54
15,S,150,W,6063.48,7103.37,23763.34,48207.72,21456.86,39351.54,62216.13,62060.71,74216.91,51234.01,46170.45,39277.69,47304.91,25741.16,34080.12,46350.67,41661.44,38737.69,37457.29,57734.26
15,S,155,W,5740.42,,,3799.89,1111,,5404.4,19183.67,15823.88,5633.9,4883.94,41338.97,26150.11,15963.16,23298.26,38281.14,34480.1,52824.94,25793.48,28865.33
15,S,160,W,,3861.14,12134.39,2188.59,10990.75,13778.91,8646.67,80913.06,53084.15,21423.11,11637.79,35094.46,37754.93,19425.32,99058.36,65298.61,82084.42,216318.71,187380.66,131734.59
15,S,165,W,,,,,,,,4253.59,10095.5,20179.77,38815.5,39689.88,34930.87,34382.16,64266.46,64400.58,97909.55,82645.7,126712.03,63626.43
15,S,170,W,,,,,,2693.88,34457.83,89059.05,86641.9,81796.65,74427.13,106579.33,116754.14,101073.72,124725.11,108461.57,69883.06,125267.03,112798.03,82745.23
15,S,175,W,21925.99,26996.95,67810.72,78356.63,111359.6,14912.96,68171.51,95237.76,92756.93,84829.27,63885.37,76807.14,117164.14,100855.61,104397.62,104416.44,82394.71,92114.5,80856.92,68205.65
15,S,180,W,,,1316.52,,1181.53,864.84,849.04,,,925.43,2859.55,,3290.19,862.65,2817.08,1911.65,8926.63,11586.58,8003,1171
20,S,140,E,,,,,,,,,,,,,,,,,,,,
20,S,145,E,,1815.56,964.43,3497.16,,862.63,1857.97,,821.01,,,,,,,,,,,
20,S,150,E,,6757.13,8683.96,,,,2436.95,,,,961.61,6998.46,2186.97,2123.32,7308.09,2435.29,,1660.78,944.69,920.85
20,S,155,E,8449.52,2566.09,3069.97,1786.93,,,4000.49,5672.26,13773.23,9511.48,6687.89,15233.05,14732.84,13987.76,20725.65,43881.06,32880.54,11116.55,7787.67,27735.28
20,S,160,E,24573.83,7910.44,,6471.76,9742.88,20949.42,24347.34,28774.81,22759.13,23258.22,24351.4,17366.46,30631.98,26660.94,23419.16,54808.96,37256.18,53933.91,37015.65,49446.37
20,S,165,E,32553.39,6631.36,10945.33,11418.04,28005.91,57923.05,40860.56,59810.18,82325.79,40103.03,55210.17,75276.32,73404.65,53790.45,29436.83,162185.63,178482.93,233162.03,106371.62,113994.94
20,S,170,E,102756.83,66320.11,40653.82,25275.83,55213.7,137480.93,161854.6,120053.74,139340.03,195538.95,227288.17,224583.1,181993.52,339208.17,405932.04,239931.9,227004.07,216175.44,147369.65,187508.58
20,S,175,E,49261.72,43619.11,43348.65,45357.12,47530.06,89141.29,99351.48,107723.42,106246,90490.97,106553.18,117797.51,101552.27,95220.37,90971.29,113208.07,117880.12,131072.88,118291.2,135998.63
20,S,135,W,,2063.59,13473.51,24698,24199.08,9639.86,33443.79,21842.73,27875.43,10393.8,2485.25,6607.36,5411.02,8660.03,17305.22,34548.75,27123.75,52670.31,74225.47,94722.49
20,S,140,W,,,,,,,,,,7259.41,2923.34,,,,908.47,,1313.06,1011.08,4778.3,6108.33
20,S,145,W,2644.21,3607.98,988.9,,1730.53,2409.8,1009.52,,3125.54,15040.33,2940.17,1216.59,1015.55,13632.42,22974.07,18290.51,22912.26,21091.03,13032.07,16048.39
20,S,150,W,17043.32,17645.82,18678.28,17584.26,23490.58,18479.5,21558.5,13573.89,35764.1,50061.41,35591.56,25796.61,30134.68,38412.18,37097.53,45183.79,52476.13,51587.83,56140.85,53599.62
20,S,155,W,23130.37,22610.47,19677.62,21036.28,34943.1,18003.18,23208.68,22260.3,35968.42,44728.16,20962.27,28397.3,31517.99,30765.81,23271.44,30933.07,35352.06,39503.39,45040.94,33687.07
20,S,160,W,,,1022.39,,1783.42,1417.36,2470.17,9606.06,,1229.06,,,1372.69,,1840.52,1943.86,19203.68,39247.45,20077.45,3060.81
20,S,165,W,,,,,,,,1077.88,5416.61,3985.25,1899.29,1748.82,,3733.47,3370.68,3306.53,47067.72,41923.54,45041.6,924.08
20,S,170,W,,1974.41,,,,,3721.08,17280.2,25451.4,18820.27,3626.52,9811.37,9568.1,9998.62,15059.21,14262.32,26831.19,23916.28,81537.55,3541.16
20,S,175,W,5070,3042.34,7255.39,29661.49,9946.48,6928.26,4732.32,15856.32,58545.78,43236.35,15598.32,21286.32,30645.09,11396.44,13001.42,12597.37,25501.34,43753.45,72264.45,15213.98
20,S,180,W,15537.11,17724.69,12947.36,11039.44,11857.57,16948.37,21022.32,54719.37,34433.09,37753.09,30389.14,42301.96,43819.14,25340.93,47120.28,56264.98,101501.35,98770.79,93903.4,27719.47
25,S,140,E,,,,,,,,,,,,,,,,,,,,
25,S,145,E,,,,,,,,,,,,,1557.53,,,,,,,
25,S,150,E,2334.17,1125.41,2032.97,3624.42,4455.81,4797.75,13894.06,11075.85,8591.53,4567.51,6117.12,6897.65,7509.47,7510.77,7468.68,9039.49,2931.91,1283.7,8812.21,7899.15
25,S,155,E,3644.26,5010.21,8258.49,2631.48,3282.14,1357.79,9702.01,3088.42,10433.16,6087.2,7272.19,12424.27,5164.62,7772.17,3111.32,3251.96,7237.32,12129.62,8653.16,5298.15
25,S,160,E,3872.7,1816.85,2030.14,6617.92,15584.86,14909.05,11010.61,9069.59,14801.74,16260.49,7380.2,3351.69,13416.87,20456.7,18218.2,15650.6,12211.39,14894.21,16079.61,21633.42
25,S,165,E,7996.79,858.43,,20405.76,24834.96,23643.61,7343.85,8154.39,34356.51,20580.3,23080.5,15427.15,21108.14,13806.25,10824.35,20237.4,16620,29836.65,17490.48,15721
25,S,170,E,7143,12659.26,11206.33,12442.99,2065.7,14174.97,32366.8,17012,46697.72,30457.12,33675.54,26466.71,25305.7,26594.58,14084.5,41674.13,49926.92,48257.8,31935.75,44460.85
25,S,175,E,17892.14,16558.42,24610.18,18406.42,28758.79,20813.56,69846.65,41135.18,94233.31,43018.77,43126.69,44085.68,29163.56,35422.07,30662.01,58957.53,54565.56,45406.54,31178.49,43777.62
25,S,135,W,,,,,2693.42,3084.9,,,1011.95,872.32,,,,,,,,6716.57,1452,12794.58
25,S,140,W,1975,,,,,,,,,986.58,,,,966.02,,,965.39,,1330,
25,S,145,W,,,,,,,,1067.49,2874.15,3492.22,,,,,,,828.89,930.17,861.46,1681.99
25,S,150,W,,,,,1055.46,1663.69,,4833.5,6065.66,2580.67,4330.55,955.55,6090.67,9474.23,5497.29,4052.83,4130.36,3431.72,5176.91,4977.74
25,S,155,W,,,,,1056.35,,,,,3807.46,,,1028.44,4906.86,,3693.01,1085.11,808.9,4058.46,3174.41
25,S,160,W,,,,,,,,1637.99,12042.5,6097.89,3114.6,,,,,,,3185.78,2730.8,1768.35
25,S,165,W,,,,,,1438.02,2170.88,2864.16,11340.44,8165.57,5626.34,1670.51,2404.42,800.8,,,,8313.11,7679.16,8245.84
25,S,170,W,951,828.14,5024.94,3859.75,,1020.66,2618.15,7058.7,1659.21,,808.95,,984.99,,,,,12856.74,12604.48,1193.24
25,S,175,W,2345,,10266.99,12839.76,3955.23,9940.72,17593.28,8392.43,7237.69,3333.61,9188.72,4726.71,4829.51,2376.08,,2477.74,2862.67,13285.15,25377.42,13759.08
25,S,180,W,,,2016.79,8250.9,20724.31,11727.8,13225.32,15740.12,23868.29,11622.18,19151.88,14837.19,13930.9,15797.27,9621.52,7000.65,18190.88,29162.29,28593.02,20071.55
30,S,145,E,,,,,,,,,,,,,,,,,,,,
30,S,150,E,4664.46,7400.33,16154.32,16567.1,17799,15544.04,24313.58,24537.23,32265.37,26788.8,23823.43,11962.44,17109.21,18376.98,15474.23,9266.47,9625.73,8008.31,5696.08,9219.59
30,S,155,E,16676.22,16948.35,28204.55,26703.57,34099.47,35058.24,22036.75,37786.47,46156.3,20812.61,22164.68,29472.27,27791.43,22814.72,20699.85,14276.38,20471.7,20231.31,16978.64,23436.83
30,S,160,E,26240.43,42466.94,31074.11,54514.62,50815.37,51204.82,34769.66,85791.06,51545.12,54877.56,57108.94,41260.65,24274.85,5896.34,13645.06,32699.12,21248.3,15261.89,28688.78,32120.24
30,S,165,E,,,3228.11,7046.04,6192.27,,,3729.58,,891.85,1922.56,897.65,1076.33,,,,,6936.65,4020,23488.45
30,S,170,E,21598.17,13839.03,15949.74,24114.58,38241.86,20173.17,31540.29,36859.82,21157.54,11460.06,48463.23,17228.31,29605.42,21341.1,27860.43,107401.91,58897.02,48008.96,22360.43,24780.29
30,S,175,E,13697.77,12497,11052.58,2253.87,9655.33,7808.95,10505.3,54733.51,36081.55,13188.19,36563.97,29590.91,20467.32,17629.16,20176.29,53670.75,29274.26,28217.56,19096.02,30343.12
30,S,135,W,,,,3688.17,2728.09,921.49,4687.72,2191.06,3174.49,1438.4,,,,2209.83,2088.43,1105.17,6371.01,13891.82,15006.53,13505.82
30,S,140,W,,1781.33,,,4060.24,2725.62,6726.83,8832.48,5738.41,2503.98,1201.99,1172,3139.63,2900.49,4011.56,1543.98,24188.59,5455.41,7291.37,19888.72
30,S,145,W,,,,,,,,,,,,886.85,,,,,,,,2090.1
30,S,150,W,,,1006.25,,,4136.19,,1974.14,,2674.1,,2130.45,,,,,2246.66,801.56,5605.64,2707.62
30,S,155,W,,,2304.15,12158.81,6859.33,1322.31,10889.01,10856.33,18425.55,14263.68,5668.45,8954.81,7020.94,2635.94,13261.92,23109.81,8873.24,5273.47,30139.81,18028.59
30,S,160,W,,,4200.31,6356.35,8668.41,15829.59,29778.96,17880.05,24452.42,20290.29,13955.64,13097.74,12534.13,6364.38,16224.8,20529.77,13080.07,6933.63,24582.28,26716.28
30,S,165,W,1901,3808.83,5911.36,9148.83,9745.04,7704.38,12085.44,25291.19,45052.83,35056.73,23336.61,16348.91,12709.41,8950.46,28299.51,17797.88,9784.34,11024.79,16351.43,15163.67
30,S,170,W,7606,7791.29,9558.98,9093.44,1781.02,10960,26238.05,23442.87,34793.9,50180.26,20875.56,18959.79,8008.38,11154.48,14379.18,19409.32,9652.4,37592.66,22514.18,15113.89
30,S,175,W,8208,5195.67,9037.88,3836.94,1182.77,9803.14,6759.25,45310.6,40088.99,51145.16,40193.2,30410.21,13338.86,6874.53,19346.77,106752.47,15298.45,24372.12,15941.18,22554.49
30,S,180,W,,,,975.97,1615.18,,,6923.09,13080.73,3440.87,5531.85,1542.7,2449.34,,,8821.93,20532.91,5648.96,2661.91,8914.56
35,S,150,E,17499.9,12809.31,10488.76,9165.62,10246.27,17501.19,17717.5,19033.19,18042.71,21484.81,9009.72,3723.57,6523.88,6683.54,4827.58,9871.74,13230.23,13142.22,6829.48,5902.27
35,S,155,E,27934.29,11877.55,15588.48,,996.57,816.96,842.33,3713.53,3635.27,4865.15,813.11,,,,,,,,11456.28,
35,S,160,E,7458.92,16344.76,11603.27,16712.24,13865.77,13433.34,4316.23,16980.47,16501.47,49003.22,24017.63,8256.16,13708.18,7307.24,12389.9,10264.24,9567.21,7535.47,24265.78,16276.76
35,S,165,E,3678.19,10592.01,14242.54,21183.7,6957.69,7230.65,,21281.92,10384.52,13694.09,7706.22,8782.23,1927.47,8367.52,2799.5,2252.26,3028.24,3719.65,2852.81,6312.04
35,S,170,E,,1366.38,,2001.57,5283.23,16514.38,32081.27,30662.22,22860.43,19825.75,11487.53,7046.7,5855.05,4369.75,4803.75,2091.2,5416.22,7260.68,5059.53,1077.04
35,S,175,E,,,,5476.55,15659.28,17890.54,19927.5,9771.02,7332.8,2071.8,6285.27,,7741.61,5436.99,8643.21,4942.11,14688.93,11667.61,3138.74,5362.4
35,S,135,W,6067,1688.01,2766.65,2553.35,,2242.15,10382.79,7435.64,7326.94,6934.66,884.82,4972.6,4178.27,5537.94,1114.89,12893.05,9053.69,14717.23,6118.18,5158.5
35,S,140,W,,900.27,2720.91,9862.15,3441.7,3965.29,,11195.6,11495.68,6736.88,2832.97,3461.2,4313.35,5841.85,835.82,8774.87,3163.28,6818.18,998,5867.4
35,S,145,W,,,3377.92,,,,1135.42,3988.21,13148.15,2910.79,,991,5716.53,8485.73,1800.49,4849.08,3429.13,940.58,1060,2359.61
35,S,150,W,,,4121.85,6984.56,5246.77,868.6,6083.34,11863.5,12509.72,6542.61,1384.71,3897.12,7985.59,3421.64,941.48,6387.62,4556.21,,3246.19,8514.45
35,S,155,W,,2752.34,3384.92,,3885.34,,3781.25,2755.82,15145.2,17046.55,3302.93,4838.62,5174.87,4555.13,4386.56,7449.1,4084.84,982.73,5557.11,13205.63
35,S,160,W,,5997.86,8071.78,,2983.6,,1305.8,1368.11,8597.08,10989.96,4405.03,7596.26,7026.44,4966.19,4407.74,11668.22,4852.37,,1055.62,3099.56
35,S,165,W,,3397.54,,,4286.47,,1453.13,3338.15,21455.4,16616.94,12651.63,11820.67,12926.16,2633.28,4420.61,7844.68,1251.3,,1384.89,2287.18
35,S,170,W,,,,,,991.74,,9629.82,20679.94,14721.57,17407.64,15086.66,7106.03,2285.47,2837.2,,861,,,
35,S,175,W,,,,,,,,919.28,9425.01,2212.55,8495.35,11945.49,4215.12,3520.39,2949.17,1041.88,1185.25,4551.2,1099,
35,S,180,W,,,,,,,,,,,,,,,,,,,,
40,S,140,E,,,,,,,,,,,,,,,,,,,,
